datetime,Mean_Returns_10,Sharpe_Ratio_10,Sortino_Ratio_10,Calmar_Ratio_10,Skewness_10,Kurtosis_10,Hurst_Returns_10,ACF_Lag_1_10,Mean_Returns_1_10,Sharpe_Ratio_1_10,ACF_Lag_3_10,Mean_Returns_3_10,Sharpe_Ratio_3_10,ACF_Lag_5_10,Mean_Returns_5_10,Sharpe_Ratio_5_10,ACF_Lag_7_10,Mean_Returns_7_10,Sharpe_Ratio_7_10,ACF_Lag_9_10,Mean_Returns_9_10,Sharpe_Ratio_9_10,Jarque-Bera_statistic,Jarque-Bera_pvalue,VaR_95_10,CVaR_95_10,Omega_Ratio_10,Mean_Returns_1,Mean_Returns_5,Mean_Returns_30,Sharpe_Ratio_30,Sortino_Ratio_30,Calmar_Ratio_30,Skewness_30,Kurtosis_30,Hurst_Returns_30,ACF_Lag_1_30,Mean_Returns_1_30,Sharpe_Ratio_1_30,ACF_Lag_3_30,Mean_Returns_3_30,Sharpe_Ratio_3_30,ACF_Lag_5_30,Mean_Returns_5_30,Sharpe_Ratio_5_30,ACF_Lag_7_30,Mean_Returns_7_30,Sharpe_Ratio_7_30,ACF_Lag_9_30,Mean_Returns_9_30,Sharpe_Ratio_9_30,VaR_95_30,CVaR_95_30,Omega_Ratio_30,Cumulative_Returns,Log_Returns,Volatility_of_Volatility_30,Max_Drawdown_Duration_30
2024-09-17 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001058,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010580000000000034,0.001057440712449395,,
2024-09-18 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011378,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010332037923999948,-0.011443224664798038,,
2024-09-19 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01408,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024266562830030036,-0.014180063573833933,,
2024-09-20 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0091,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03314573710827673,-0.009141657917283387,,
2024-09-21 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00436,-0.007572,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037361221694484636,-0.004369532517942846,,
2024-09-22 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00086,-0.007611599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03653335234514177,0.0008596304118820915,,
2024-09-23 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00158,-0.00502,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035011075041847195,0.0015787531132145452,,
2024-09-24 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00376,-0.0014520000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03138271668400461,0.00375294886930722,,
2024-09-25 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00406,-0.0004440000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03531530285426754,-0.00406826417595393,,
2024-09-26 03:00:00,-0.002502,-6.310524954940189,,,0.04760134483835535,-0.4562551284982566,,0.39070516765573576,,,0.029230832415246055,,,0.13586465080572976,,,-0.1333165285176497,,,,,,,,-0.0128641,-0.01408,0.41784168547200495,0.0107,0.002568,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024993176594808264,0.01064316009847976,,
