datetime,Mean_Returns_10,Sharpe_Ratio_10,Sortino_Ratio_10,Calmar_Ratio_10,Skewness_10,Kurtosis_10,Hurst_Returns_10,ACF_Lag_1_10,ACF_Lag_2_10,ACF_Lag_3_10,ACF_Lag_4_10,ACF_Lag_5_10,ACF_Lag_6_10,ACF_Lag_7_10,ACF_Lag_8_10,ACF_Lag_9_10,ACF_Lag_10_10,Jarque-Bera_statistic,Jarque-Bera_pvalue,VaR_95_10,CVaR_95_10,Omega_Ratio_10,Mean_Returns_30,Sharpe_Ratio_30,Sortino_Ratio_30,Calmar_Ratio_30,Skewness_30,Kurtosis_30,Hurst_Returns_30,ACF_Lag_1_30,ACF_Lag_2_30,ACF_Lag_3_30,ACF_Lag_4_30,ACF_Lag_5_30,ACF_Lag_6_30,ACF_Lag_7_30,ACF_Lag_8_30,ACF_Lag_9_30,ACF_Lag_10_30,VaR_95_30,CVaR_95_30,Omega_Ratio_30,Cumulative_Returns,Log_Returns,Volatility_of_Volatility_30,Max_Drawdown_Duration_30
2022-07-02 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010664183381088765,0.010607722032237777,,
2022-07-03 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007951027869886218,-0.0026881370256900683,,
2022-07-04 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006381339091527272,-0.001558520452566664,,
2022-07-05 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006712283724190193,0.0003287920958006198,,
2022-07-06 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006902839977895203,0.00018926780200528788,,
2022-07-07 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006069377470039328,-0.0008280914642135543,,
2022-07-08 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01089508668558481,0.004785129841745149,,
2022-07-09 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013773755992643855,0.002843597121793844,,
2022-07-10 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01939675032300303,0.005531271134574507,,
2022-07-11 03:00:00,0.0018880533794353401,7.326988009675878,,,1.1623176970164748,1.00714793437329,,-0.20147493093147062,-0.15768065613066143,-0.26964047789393736,-0.19722762706984634,-0.6561971170617238,0.2697420275268774,-0.020967107632373465,1.0,,,,,-0.002177277936962675,-0.0026845272206303,4.4374371917771755,,,,,,,,,,,,,,,,,,,,,0.018965508137526177,-0.0004231261544614602,,
2022-07-12 03:00:00,0.00039315336593379003,1.9809451867093788,,0.0038937209215539337,0.4251175221389003,-0.5661120600560098,,0.31408774617005786,-0.14889797224809406,-0.3595011587731564,-0.48667075825389694,-0.21046525477721198,-0.7475704377656921,-0.9644205252696535,-1.0,,,,,-0.00356468646394332,-0.0042848167539267,1.402102714584437,,,,,,,,,,,,,,,,,,,,,0.014599427656585062,-0.004294022888378391,,
2022-07-13 03:00:00,0.0005220159240624001,2.7304497014879843,,0.0025954231096982916,0.4326452390119369,-0.2985230208878867,,0.32302819862205345,-0.13683493050845297,-0.5527339717041003,-0.790223713183552,-0.1898297673215059,-0.7871510622138032,-0.7410646926477257,0.9999999999999999,,,,,-0.003057437180275695,-0.0042848167539267,1.6149458970083759,,,,,,,,,,,,,,,,,,,,,0.013183146652241629,-0.00139687681764522,,
2022-07-14 03:00:00,0.0015589931955543,6.353544301109396,,0.005210234963506144,0.5403504569120599,-0.13949726268371165,,0.06862240180678783,-0.5361323064103233,-0.7950495161492022,0.044625275847050845,0.2343146591520921,0.9267073535398682,-0.9949303068706071,-1.0,,,,,-0.002984804952364575,-0.0042848167539267,3.249141345057881,,,,,,,,,,,,,,,,,,,,,0.022111788810192046,0.008773862971940563,,
2022-07-15 03:00:00,0.00220981882751951,8.354913259619513,,0.007412838963497759,0.12438546429686816,-1.090632094493645,,0.2883538642552047,-0.6163469942769739,-0.7927667274079476,-0.10540769959158733,0.5708627944719498,0.921404697246654,0.16884603755927644,0.9999999999999999,,,,,-0.002984804952364575,-0.0042848167539267,4.188079918260127,,,,,,,,,,,,,,,,,,,,,0.029100071849657683,0.0068138354807191675,,
2022-07-16 03:00:00,0.0022623213514973003,8.60436919882353,,0.0075917054474411065,0.08881536572849807,-1.0298035403964525,,0.1777337299933757,-0.5589412679479195,-0.7163192261338509,0.05924483745774235,0.5261075162610432,0.49576066307523786,-0.39998905475125257,-1.0,,,,,-0.002984804952364575,-0.0042848167539267,4.263824699246039,,,,,,,,,,,,,,,,,,,,,0.029835169303807474,0.0007140559554189342,,
2022-07-17 03:00:00,0.0025010756020505303,9.818579637285659,,0.008406352792003524,-0.06278007696247975,-0.6747820944937989,,0.251722208706482,-0.5474382796686523,-0.5489016900299929,0.018473936410604803,0.3032950221634401,0.24735064057155284,0.3698254339894087,-1.0,,,,,-0.002984804952364575,-0.0042848167539267,5.097601449707026,,,,,,,,,,,,,,,,,,,,,0.031441499830773045,0.0015585785995534875,,
