datetime,Mean_Returns_30,Sharpe_Ratio_30,Sortino_Ratio_30,Calmar_Ratio_30,Skewness_30,Kurtosis_30,Hurst_Returns_30,ACF_Lag_1_30,ACF_Lag_2_30,ACF_Lag_3_30,ACF_Lag_4_30,ACF_Lag_5_30,ACF_Lag_6_30,ACF_Lag_7_30,ACF_Lag_8_30,ACF_Lag_9_30,ACF_Lag_10_30,Jarque-Bera_statistic,Jarque-Bera_pvalue,VaR_95_30,CVaR_95_30,Omega_Ratio_30,Mean_Returns_60,Sharpe_Ratio_60,Sortino_Ratio_60,Calmar_Ratio_60,Skewness_60,Kurtosis_60,Hurst_Returns_60,ACF_Lag_1_60,ACF_Lag_2_60,ACF_Lag_3_60,ACF_Lag_4_60,ACF_Lag_5_60,ACF_Lag_6_60,ACF_Lag_7_60,ACF_Lag_8_60,ACF_Lag_9_60,ACF_Lag_10_60,VaR_95_60,CVaR_95_60,Omega_Ratio_60,Mean_Returns_90,Sharpe_Ratio_90,Sortino_Ratio_90,Calmar_Ratio_90,Skewness_90,Kurtosis_90,Hurst_Returns_90,ACF_Lag_1_90,ACF_Lag_2_90,ACF_Lag_3_90,ACF_Lag_4_90,ACF_Lag_5_90,ACF_Lag_6_90,ACF_Lag_7_90,ACF_Lag_8_90,ACF_Lag_9_90,ACF_Lag_10_90,VaR_95_90,CVaR_95_90,Omega_Ratio_90,Cumulative_Returns,Log_Returns,Volatility_of_Volatility_30,Max_Drawdown_Duration_30
2024-08-25 03:00:00,-0.00028253348823790677,-0.8088554057902994,,-0.0008076282975940954,-0.20294317277301588,-0.7372751902807053,,-0.18649192187452035,-0.26738716086973147,0.18216003743407963,0.08114848370796467,-0.45932963111113456,0.08142010893183749,-0.08371367731843561,0.05555839642945372,0.08636795569517108,-0.053596202758267174,,,-0.009550799537647951,-0.01007949504638945,0.8825033358194879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010206953181208567,-0.0035685550989868354,,54.0
2024-08-26 03:00:00,-0.00015108219594638675,-0.43414512341294414,,-0.00041362757682603113,-0.2768101923367285,-0.6746017511362312,,-0.18831358238566667,-0.26739909031256676,0.23311001005263998,0.06902189839448551,-0.48876634737984487,0.12013293846996707,-0.054084362689832,-0.011993970416927935,0.11663519614627688,-0.05066956663749592,,,-0.009550799537647951,-0.01007949504638945,0.9344157434041873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009301950873250142,0.0009139171317686837,,55.0
2024-08-27 03:00:00,-0.0002470815715175334,-0.7081110285118267,,-0.0006021555008625454,-0.22161116339344272,-0.7214887543066567,,-0.19028559162723416,-0.2756396901123651,0.2487392928264863,0.04958810404761037,-0.5351567544382476,0.12123418094337979,-0.03573002804519563,-0.02758391768022182,0.13753026357282286,-0.06702513310871101,,,-0.009550799537647951,-0.01007949504638945,0.8964330904301762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011741568821805104,-0.0024655612275487327,,56.0
2024-08-28 03:00:00,-5.858674865321676e-05,-0.1653051893317989,,-0.00015819337969834906,-0.28627620926763725,-0.8075525635469586,,-0.20681756877652926,-0.2690801706088839,0.22232156214495308,-0.010779180637140362,-0.45534281480321487,0.14758680444481456,-0.04257857183605053,-0.06994490625375845,0.17610414667935803,-0.15247981545951764,,,-0.009550799537647951,-0.01007949504638945,0.9752743603567149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0066347674115961874,0.0051541700969380344,,57.0
2024-08-29 03:00:00,-0.00069116158348604,-1.9342292884304875,,-0.0013990896775716447,-0.27109838289842053,-0.9183478988949257,,-0.2152126975779681,-0.1933734327166788,0.10455607864841777,-0.022357286896249818,-0.21962261346171763,-0.005678664351329844,-0.12699731392937696,0.09148605971130205,0.2660492596832362,-0.22947425878341368,,,-0.00996111923692627,-0.01041506599612615,0.7451072545357839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01682980700230785,-0.010316162183896216,0.00024252993944372063,58.0
2024-08-30 03:00:00,-0.00042761661425944005,-1.2053285668590987,,-0.0008252654919563701,-0.3995038857518578,-0.7933706647805409,,-0.26526375566784,-0.12028301647993471,0.1270228867931282,-0.07449623449400355,-0.2099481699096128,-0.02894021936283771,-0.18281759709971157,0.10115593773665651,0.27283064070248786,-0.21499109682604312,,,-0.00996111923692627,-0.01041506599612615,0.8311868289873148,-0.00022427876718861088,-0.6218096317044265,,,0.24029131669958453,0.817746770490814,,-0.1542187818182486,-0.09556155043986198,-0.0014643220910547008,0.1358741220640867,-0.15556510805557025,-0.12374939032607073,-0.14163515689755357,-0.043952344417873566,0.17508309003067393,-0.18514751131259063,-0.00962554828718957,-0.0114321562065263,0.9043563825709265,,,,,,,,,,,,,,,,,,,,,-0.01432145414482311,0.002548041568772562,0.00022311945818077812,59.0
2024-08-31 03:00:00,-0.00016306795545298006,-0.46279105551468164,,-0.0003136962319131624,-0.5313795225851379,-0.6385722813652597,,-0.21579005536667728,-0.13197841512034453,0.1007926421190468,-0.0611768515080763,-0.19001071358356814,-0.1220110540405299,-0.22642152313478064,0.1394177376610723,0.3383027537392839,-0.17656371691881095,,,-0.00996111923692627,-0.01041506599612615,0.9310424202519665,-0.0004768446439036609,-1.450653708059648,,-0.028993680601199334,-0.2804590778220315,-0.2822612764465341,,-0.13983220275278707,-0.11307215969737278,0.06074323467545175,0.1053082926959038,-0.1389317141022339,0.01825245905898061,-0.10151327427472906,-0.047167538517543205,0.12114768722402412,-0.1078535307388984,-0.00962554828718957,-0.0114321562065263,0.7966497360101886,,,,,,,,,,,,,,,,,,,,,-0.01147589644279845,0.0028827432416520414,0.00021655746563674174,60.0
2024-09-01 03:00:00,-0.0004511443870744567,-1.3538264904542998,,-0.0007693148363934075,-0.6818489141635072,-0.639616403082674,,-0.27821575744269683,-0.024871290472200967,0.035856347507758735,-0.0870896863324261,-0.06229079951411918,-0.1100817964514306,-0.2565742870773047,0.05016172286291436,0.2732174711807984,-0.21422727452806312,,,-0.00996111923692627,-0.01041506599612615,0.8092217164489685,-0.00042020095209395253,-1.2792432376946605,,-0.012842689597037993,-0.3134394416016074,-0.26058183957791614,,-0.13777535191480214,-0.11615653944686662,0.05535921311574265,0.10583247600487088,-0.16757378005584486,0.011387505075291517,-0.10187113068641362,-0.043748792605572455,0.11475267305111783,-0.10921588107942154,-0.00962554828718957,-0.0114321562065263,0.8175846309785523,,,,,,,,,,,,,,,,,,,,,-0.010571957592243497,0.0009140149475607587,0.0002160177711738818,61.0
2024-09-02 03:00:00,-0.0003650493392616768,-1.0766353062163458,,-0.0005952808276280063,-0.6403873949418435,-0.6793193835993944,,-0.22431814208320477,-0.014290568453333449,0.05100135758289925,-0.1114718314780755,0.005270801389789965,-0.1296792853615579,-0.2719623203562684,-0.026130706933474405,0.13173930394326094,-0.16126842492419605,,,-0.00996111923692627,-0.01041506599612615,0.8456292741914454,-0.00029093668194974087,-0.8735344247807335,,-0.0060395597726951395,-0.3384026393589378,-0.33255534965596395,,-0.1334620525861953,-0.09878828356801114,0.0661267825347399,0.05666389512203438,-0.14402391210276894,0.0028414763193610883,-0.09163704965585336,-0.0633599694191624,0.06545948628687467,-0.07077844331016389,-0.00962554828718957,-0.0114321562065263,0.8724739384395932,,,,,,,,,,,,,,,,,,,,,-0.004212997570727572,0.0064063404982924255,0.00021626747249765802,62.0
2024-09-03 03:00:00,-0.0002513203801987734,-0.7638088635004199,,-0.0003952883801594864,-0.6336745153323483,-0.5770121127949438,,-0.2351360724142446,0.0010152279012212576,-0.10185144626839861,-0.15754180138637294,0.09486763324425533,-0.12187453133227312,-0.18463962999580422,-0.017175156218639173,0.27330346243887815,-0.06214265121494503,,,-0.00996111923692627,-0.01041506599612615,0.8883530923594322,-0.0003096726903462309,-0.9266891394083504,,-0.00480690819989002,-0.3337189222757334,-0.3622906848757419,,-0.14557136164871637,-0.11000802202240476,0.020308056956977804,0.029262079495864443,-0.0975724597417126,-0.0017039800126270371,-0.10722460246639069,-0.07680051007831087,0.07775688500893047,-0.03907229870767594,-0.00962554828718957,-0.0114321562065263,0.865367076092336,,,,,,,,,,,,,,,,,,,,,-0.00996700493221292,-0.005795110807571858,0.00021487629802538,63.0
