datetime,Mean_Returns_10,Sharpe_Ratio_10,Sortino_Ratio_10,Calmar_Ratio_10,Skewness_10,Kurtosis_10,Hurst_Returns_10,ACF_Lag_1_10,ACF_Lag_2_10,ACF_Lag_3_10,ACF_Lag_4_10,ACF_Lag_5_10,ACF_Lag_6_10,ACF_Lag_7_10,ACF_Lag_8_10,ACF_Lag_9_10,ACF_Lag_10_10,Jarque-Bera_statistic,Jarque-Bera_pvalue,VaR_95_10,CVaR_95_10,Omega_Ratio_10,Cumulative_Returns,Slope_of_CumReturns_10,Variation_of_Returns_10,Mean_Returns_30,Sharpe_Ratio_30,Sortino_Ratio_30,Calmar_Ratio_30,Skewness_30,Kurtosis_30,Hurst_Returns_30,ACF_Lag_1_30,ACF_Lag_2_30,ACF_Lag_3_30,ACF_Lag_4_30,ACF_Lag_5_30,ACF_Lag_6_30,ACF_Lag_7_30,ACF_Lag_8_30,ACF_Lag_9_30,ACF_Lag_10_30,VaR_95_30,CVaR_95_30,Omega_Ratio_30,Slope_of_CumReturns_30,Variation_of_Returns_30,Mean_Returns_60,Sharpe_Ratio_60,Sortino_Ratio_60,Calmar_Ratio_60,Skewness_60,Kurtosis_60,Hurst_Returns_60,ACF_Lag_1_60,ACF_Lag_2_60,ACF_Lag_3_60,ACF_Lag_4_60,ACF_Lag_5_60,ACF_Lag_6_60,ACF_Lag_7_60,ACF_Lag_8_60,ACF_Lag_9_60,ACF_Lag_10_60,VaR_95_60,CVaR_95_60,Omega_Ratio_60,Slope_of_CumReturns_60,Variation_of_Returns_60,Mean_Returns_90,Sharpe_Ratio_90,Sortino_Ratio_90,Calmar_Ratio_90,Skewness_90,Kurtosis_90,Hurst_Returns_90,ACF_Lag_1_90,ACF_Lag_2_90,ACF_Lag_3_90,ACF_Lag_4_90,ACF_Lag_5_90,ACF_Lag_6_90,ACF_Lag_7_90,ACF_Lag_8_90,ACF_Lag_9_90,ACF_Lag_10_90,VaR_95_90,CVaR_95_90,Omega_Ratio_90,Slope_of_CumReturns_90,Variation_of_Returns_90,Log_Returns,Mean_Returns_1,Volatility_of_Volatility_30,Max_Drawdown_Duration_30
2024-01-12 03:00:00,0.01260091411999999,6.584004680931303,,0.0016315564392894047,1.0847350355714378,-0.21593267290207763,,-0.1185001680544313,-0.547159906152925,-0.21627087189024216,0.24169484824801207,0.7790622988386395,-0.3371683395727512,-0.7611789549391771,-1.0,,,51.00855579001761,8.387506027443699e-12,-0.014867172624999954,-0.0172610923,3.899799854684559,0.8044304052612583,0.02805848591589921,0.0009230482053148481,0.00485367423999999,3.3279085877232504,,0.004099079058132948,0.8306880341959878,1.6418582197141474,,-0.010878682718418737,-0.1471024997784746,-0.048923995821142416,0.020462158110664652,0.11410481816605987,-0.12077124545372916,-0.11108411773442478,-0.19944628461915156,-0.04806250870673113,-0.19241550612473357,-0.023778923729999842,-0.0351016432499999,1.829652993040329,0.009184782807262107,0.0005360422402456123,0.005577107731666667,3.7195466925535654,,0.011314434365779,0.47641690211698196,0.8207221486177687,,-0.030919713295590377,-0.026478433962174506,-0.0658657561179535,0.07656037053269696,0.06792514418994766,-0.22440476286242508,-0.11750956243685183,-0.3151707542201428,-0.05888323026134304,-0.109573303377086,-0.036918537679999995,-0.0423213063333333,1.9397496260196951,0.005986635450370472,0.0005665504364472351,0.0057347242197444545,3.8482030460301426,,0.06329982409740406,1.1280982878898225,3.186570825931544,,-0.043464009365385234,-0.05965520856966564,-0.03114193404601308,-0.05856234231482639,0.07734136799520974,-0.10882390118649432,-0.10283497276153969,-0.08020427766726912,-0.026612339019355807,-0.1464856998324701,-0.02681841517799989,-0.03815733703999995,2.0926175340223536,0.006557576302128558,0.0005596411729714772,-0.01741180174462913,-0.0172610923,0.001360005728464259,24.0
2024-01-13 03:00:00,0.01464048812999999,7.955663678451646,,0.0019024479001360478,1.0398427998989994,-0.1380326855131371,,-0.13770498164635803,-0.41263681219639536,-0.06366399132876407,0.22607173357146695,0.8093563594604695,-0.6833640969136667,-0.4708036916664509,1.0,,,50.388624071291034,1.1435345946095673e-11,-0.014715409629999999,-0.0172610923,5.645833640744649,0.8196859067265265,0.02352929399642859,0.0008534121544898658,0.005673421199999993,3.9472392986287037,,0.004763545546669414,0.7813052935487044,1.7728287989326195,,-0.09323393108120794,-0.14601800750291005,-0.02411900557688549,0.028223260413804133,0.10474208560024739,-0.0782466036561803,-0.12765860540333202,-0.11934106950588239,-0.05024536787828105,-0.2134278490354998,-0.023778923729999842,-0.0351016432499999,2.0679753297729593,0.009906799358283942,0.0005205994238767118,0.005592171923333339,3.729349653501623,,0.011017892934561999,0.4743804432778665,0.8183969765364684,,-0.03388191506974096,-0.0277240695269497,-0.061130130848358166,0.08035014437835535,0.06772217340697394,-0.22408104877135074,-0.11419432699487647,-0.2912243348720232,-0.054929002530516184,-0.11695617839116146,-0.036918537679999995,-0.0423213063333333,1.9422879611515225,0.006039809606744218,0.0005666245186813517,0.005834596100855568,3.9165102982647872,,0.06476842378523244,1.1164876391417213,3.1749642245494725,,-0.04379779579470221,-0.055469606465283226,-0.02693903869139531,-0.06037613347958253,0.07589344562489309,-0.1112993748257677,-0.09713091676240267,-0.07342408755734907,-0.026906255396175468,-0.1521912640312534,-0.02681841517799989,-0.03815733703999995,2.112903875358174,0.006571362655257232,0.0005592726607762083,0.008418930442058098,0.0084544693000001,0.0012903701610090953,24.0
2024-01-14 03:00:00,0.02208678233999997,10.168094777554403,,0.0029733828956230667,0.5942234844578463,-1.3698537610617199,,-0.107104853723044,-0.5293936262355007,-0.2798369605132278,0.5430769540167485,0.11728508711299018,-0.6838264549475733,-0.9835132801972232,-1.0,,,42.77375401149624,5.149882630348441e-10,-0.014715409629999999,-0.0172610923,8.00874967579417,0.9577569985390608,0.023766539226895016,0.0011890120941980388,0.009640277623333323,6.28894563041942,,0.008717328801661322,1.300471256639013,1.6942735321950864,,-0.07422680545988654,-0.22379055109941556,-0.055739289606745734,0.29477115557633815,0.10179839672663579,-0.17348341141051096,-0.03759885266233565,0.061485376943063295,0.27160929410924384,-0.28761489660803796,-0.018630926039999943,-0.02341281239999985,3.4880257945786584,0.01093812611320923,0.0005921393770943811,0.0064691713683333405,4.045866015171105,,0.012722750349074058,0.6503196683064899,0.9119864308875827,,-0.029744964028882024,-0.10524300546938713,-0.052780948246058015,0.21072464453155235,0.026622744834642033,-0.22907184231602917,-0.10189838948256313,-0.1747105741743451,0.06358975920019119,-0.10840253951534012,-0.036918537679999995,-0.0423213063333333,2.0900634642182756,0.006343952493973606,0.0006442803108494602,0.0065532220108555665,4.199819110130524,,0.0753070088953723,1.1423231622137828,2.7375912525101884,,-0.04332596648751423,-0.08334560055607976,-0.03697726820724319,0.03323609166452813,0.04963533041647403,-0.11703662239055528,-0.09265533569133512,-0.02636672992877819,0.0442929731975696,-0.1458955847709434,-0.02681841517799989,-0.03815733703999995,2.249976184477707,0.006683789412413576,0.000613548830516535,0.07313552195583012,0.0758763318999999,0.001135285359977916,24.0
2024-01-15 03:00:00,0.01663836778000001,8.1088859227523,,0.002175927895691099,1.1357453077697661,-0.013833100610265754,,-0.26289437244139324,-0.5368925259284086,-0.12362283053719327,0.884836904852502,-0.4714997525750699,-0.43470652933848075,-0.3087636930230236,0.9999999999999998,,,52.42652078384104,4.127866650535028e-12,-0.014715409629999999,-0.0172610923,6.279816361269493,0.963036225175079,0.025760636144217523,0.0010609614376004704,0.009406553930000004,6.128168935346135,,0.008469109498282428,1.3251756901457887,1.7250688553104478,,-0.09041448034602825,-0.224629175437718,-0.041856077845834935,0.3003940258715155,0.05911863209627675,-0.16691609357104212,-0.03332992851273321,0.06464497963082708,0.24433504421749674,-0.2548364400178942,-0.018630926039999943,-0.02341281239999985,3.4277048576990947,0.011890184466866374,0.0005937452965291156,0.006286204713333345,3.9334916321327302,,0.011934551137905394,0.673263011058821,0.9408285428961346,,-0.04770987747895858,-0.09711306385039992,-0.04856874489391728,0.21279927231191423,0.013607747289509083,-0.22542050458601212,-0.09153677010017358,-0.185418526301803,0.061094426778119056,-0.11159197135683065,-0.036918537679999995,-0.0423213063333333,2.0592333540725787,0.006654625448628792,0.0006436075342066089,0.00604762833196668,3.939157979352635,,0.06769675283677903,1.2055421557095045,3.128442889048377,,-0.03878965001823051,-0.07896640223768782,-0.027387775162586073,0.048961080726756874,0.019529904768591302,-0.12266986914048938,-0.09303300651641984,-0.12824136761114127,0.06418215795273746,-0.1254993439873539,-0.02681841517799989,-0.03815733703999995,2.1535381183334747,0.006826558880394382,0.0005939692059008998,0.002692939680912913,0.0026965689000002,0.0009580657165332991,24.0
2024-01-16 03:00:00,0.014066371150000001,6.979040201546987,,0.001811133358500272,1.4734878316795248,0.9534380394610845,,-0.2393113040685118,-0.4407130588331981,-0.012324896911587842,0.862802072413283,-0.39063967190441284,-0.2223081647074078,0.665996068797834,-1.0,,,51.760790573950615,5.758205200139148e-12,-0.014715409629999999,-0.0172610923,5.463650372157926,0.9807260428855078,0.029063121051455056,0.0010237013723210276,0.00921885375333333,6.010830644438288,,0.008272115049289737,1.3528644314331848,1.7891303313162226,,-0.09129614522607322,-0.1910459102186194,-0.05450124096923846,0.3036530228829858,0.05074245400797268,-0.13345822056318923,-0.025759562562093396,0.07370844693740648,0.274408343112223,-0.24827232275745678,-0.018630926039999943,-0.02341281239999985,3.3792619705124434,0.012898912227754378,0.0005927688971387098,0.00537323088333334,3.5210788513756186,,0.009622331183255338,0.6558029533737988,1.272942637408626,,0.02739770845937359,-0.07883276861987656,-0.04216856744166808,0.18935464617288827,0.020805356360813418,-0.1375094113456142,-0.15979650321866723,-0.18255922570915417,0.054643843998810074,-0.10049028843327214,-0.036918537679999995,-0.0423213063333333,1.9053961221516034,0.007109971325963952,0.0005868404529847707,0.006188200083077786,4.034035148005062,,0.06982611206253268,1.1915515635857703,3.1196795642586093,,-0.04036452476778025,-0.07351247653535746,-0.03035127583026573,0.0530992709393658,0.020048833912535688,-0.11390459419239496,-0.08430292900639284,-0.1335999869844741,0.06004902766970806,-0.12780173910139891,-0.02681841517799989,-0.03815733703999995,2.1895276554587637,0.006966050165273092,0.0005929934272905942,0.008971096708387109,0.0090114575999997,0.0009818823046553959,24.0
2024-01-17 03:00:00,0.012811613960000018,6.240665806997521,,0.0016326269915169721,1.5056364298811236,0.9593815762839232,,-0.23636070326703998,-0.44241720335275836,-0.15746557542304296,0.8443352721427722,-0.27748499225033907,-0.10782787191830795,-0.9637935625314594,1.0,,,51.595748210858225,6.253535666892761e-12,-0.014715409629999999,-0.0172610923,4.3624206310510845,0.9676746481916871,0.029302520112415485,0.0010620534549742775,0.00858755500666668,5.56242605629463,,0.007611741384393833,1.3991971741360183,1.8236834914470534,,-0.08920119303692027,-0.19077424450150468,-0.10377976930887042,0.29623173126310287,0.07596358287314213,-0.11772279995611366,-0.08697585182850197,0.11759790896780316,0.2798448904134785,-0.23633056698479227,-0.018630926039999943,-0.02341281239999985,3.0974367538799985,0.013746076607937434,0.0006006356464151862,0.0059324573300000094,4.001704619805519,,0.010616543765046055,0.7660803141694247,1.4739290220607573,,0.018894719365370963,-0.08637252449998437,-0.04375805035335106,0.18846428054828696,-0.034906391172753834,-0.09716604293887035,-0.19377510924049796,-0.17256707707997912,0.04778002905852752,-0.12965429318418478,-0.027557671439999806,-0.0411899918,2.103621084833766,0.007415639300960063,0.0005538341481535725,0.0061267645575222305,3.989815531763801,,0.06888611358385976,1.1942027618673796,3.1070918679295407,,-0.042405252889947107,-0.07508242308413882,-0.04269193221264255,0.05295937422096458,0.025577108478160818,-0.10882048544830701,-0.10066867210655622,-0.13227194256556024,0.05801250890509295,-0.12944040411232868,-0.02681841517799989,-0.03815733703999995,2.1639723264471837,0.007081646499472726,0.0005942337170692315,-0.006611001896501425,-0.0065891972999998,0.0010374885664746916,24.0
2024-01-18 03:00:00,0.01170092647000004,5.590881064934384,,0.0014757997659350431,1.5067346900429859,0.9164738300008365,,-0.2164453976747032,-0.39780066984446827,-0.14189985676734326,0.3890424991587973,-0.27233731734751626,0.7883577313248658,-0.43224451475945735,-1.0,,,51.15549998222381,7.79335248501242e-12,-0.014715409629999999,-0.0172610923,3.422393011698625,0.9476027576158048,0.025796948199999364,0.0011037749510140033,0.008223031096666689,5.2829146512996905,,0.007233219780763621,1.3976395040024032,1.7643592736500175,,-0.06143491937427941,-0.19801354459643847,-0.08669802675335773,0.17871054020755467,0.06964633484131595,-0.08753335438790304,-0.08841061698498294,0.004820298480226723,0.30009548510978556,-0.2185433723264741,-0.018630926039999943,-0.02341281239999985,2.8543993693289225,0.014279139408512982,0.0006105443506837054,0.005756172483333343,3.8693436327296666,,0.009963847539462943,0.7759522395606294,1.4385298624353857,,0.024277549233757616,-0.0847501366641396,-0.042515683209739,0.13465935939586407,-0.032879966527038555,-0.08445938903550292,-0.1873421764127414,-0.19606751337091372,0.05547599527762451,-0.12923212473518142,-0.027557671439999806,-0.0411899918,2.0379970623465633,0.007657864272633177,0.0005576908735990213,0.0060541749774888996,3.9362163713809024,,0.0677787084070581,1.1948888485458338,3.0842106993001086,,-0.04151790493793069,-0.07093933608053929,-0.040468317778180544,0.028538624881190695,0.047190600662848387,-0.10503154550690426,-0.10272927409102346,-0.1548096967727589,0.062109182853047916,-0.12758090973196096,-0.02681841517799989,-0.03815733703999995,2.134535624205841,0.007166124298288883,0.0005961458866011717,-0.010253202692213331,-0.0102008177999999,0.0010979791182721013,24.0
2024-01-19 03:00:00,0.013425848300000029,6.5955467200333375,,0.0017197016290390749,1.4883099162833773,0.9415808430151011,,-0.0526452734026109,-0.442541944580172,-0.28673089176304495,0.4038705789620362,0.4301201698367356,0.844814155523023,-0.4464557878345854,-1.0,,,51.33831673733988,7.112563641556029e-12,-0.014083968774999955,-0.0172610923,4.658353859602633,0.9585973619764534,0.019050657214814352,0.0010441969255532025,0.007350247936666687,4.800569582944567,,0.006363838070527779,1.5499767665954771,2.319947050521011,,-0.039332071509808816,-0.22828184133009483,-0.08488741120342376,0.19425598285402965,0.06697012869315325,-0.03962787770710406,-0.08771459973686631,0.07907219386063723,0.2167762227768195,-0.22990635266718293,-0.018630926039999943,-0.02341281239999985,2.6575755311244107,0.0150374366146039,0.0005907707442792388,0.005823152571666675,3.915398322518422,,0.00985403664502484,0.7678542862908101,1.4339751451808285,,0.026640762888611363,-0.08506949258423926,-0.050058680526678875,0.1405235285911559,-0.03176937355596539,-0.08389276690958124,-0.18626984717328493,-0.19817155758124858,0.04803520863784043,-0.1270999285873655,-0.027557671439999806,-0.0411899918,2.050075424339215,0.00789169183396854,0.0005573974508730162,0.006232957807333339,4.062995690246592,,0.07050684014661338,1.1852858915610138,3.109560059225975,,-0.03258464088677772,-0.06918632646742924,-0.04091690939407571,0.06679939446463057,0.03935223600074096,-0.11378421752433568,-0.11208672503462676,-0.15884109276629932,0.05937640086877407,-0.12563608982559352,-0.02681841517799989,-0.03815733703999995,2.1940075285134912,0.0072366215220050715,0.0005930566656937142,0.005629324181193693,0.0056451985999999,0.0011298323963097314,24.0
2024-01-20 03:00:00,0.003361744260000019,1.8773620349031048,,0.00038132990158837863,1.9789368064060362,5.4656794149383785,,0.04297571161370081,-0.13455248708806272,-0.1452534669996667,-0.3624535299514787,0.34477913020941703,-0.7636800958038336,-0.9869938450585709,1.0,,,53.08168644984796,2.9748032162292558e-12,-0.025019579245000055,-0.0313674322000001,1.4938905498589221,0.8971611920175577,0.01403352279052609,0.000808041791200336,0.00654740649333335,4.126517336712295,,0.005553711465686296,1.3683617515399085,1.9932022391999495,,-0.01628057918134191,-0.18018768239018057,-0.055334514363588286,0.17864552531345101,0.053850910729759574,-0.19054713688125874,-0.12978312242160575,0.15240095125929223,0.24456841725051628,-0.39501500479190305,-0.023778923729999842,-0.02922067894999995,2.250178315334997,0.015153666231986246,0.0006344126034479352,0.004911236630000007,3.2518960544961955,,0.0077956178722127555,0.7790732261960585,1.3807746119556659,,0.027837398937935943,-0.04442285017698257,-0.05007456300028692,0.1383208985135037,-0.03033631646790578,-0.15486848753096896,-0.1799848946648337,-0.1567966985391594,0.05005584371513649,-0.19273014719133047,-0.031636502615000096,-0.0411899918,1.809333034461612,0.008049625559043833,0.0005747896635866734,0.0054985577027777816,3.5656336924676824,,0.05961526726555153,1.199200038802279,3.1708978780260315,,-0.035261943525842034,-0.05669972990285263,-0.09357146727211203,0.07662019134724408,0.05513636766987763,-0.14833010990337164,-0.10773314803679414,-0.13756517206387045,0.06251388473629813,-0.16977522511737841,-0.029435354274999964,-0.03901603834,1.9873994399006578,0.0072786590909706085,0.0005992729363379899,-0.03186992599784301,-0.0313674322000001,0.001208388627242155,24.0
2024-01-21 03:00:00,0.0020776468200000195,1.1368377029842835,,0.00021548190126537692,1.9907301432556423,5.266869733573344,,0.1153754198944207,-0.11905420668073936,0.12481474783451972,-0.23214057345953976,0.601016992083454,-0.70194185599716,-0.3451567538989053,1.0,,,53.150291941206895,2.8744896496451977e-12,-0.025019579245000055,-0.0313674322000001,1.2567926725540497,0.8677760272169159,0.006407803723960343,0.000841680084327854,0.00511041894000003,3.2226420150147113,,0.004186919616922185,1.5078751229119176,2.3803747053549946,,0.029109798405362222,-0.17017464622472878,-0.022933019440742716,0.2298905677773152,0.04768319555305718,-0.1474214233029349,-0.21880738752481488,0.1368841068456077,0.30921964092081844,-0.35411564490482905,-0.023778923729999842,-0.02922067894999995,1.8882311365511208,0.015236208237401521,0.0006337083346092642,0.004614823570000012,3.03758854850969,,0.007052498261423972,0.7929094546716258,1.3248194321988553,,0.046843145046324815,-0.04187598693101091,-0.04005783230066563,0.14594274663940546,-0.032640643089681315,-0.15351706393457618,-0.21239954340931247,-0.15772997368289363,0.06437751793598746,-0.18651023314185403,-0.031636502615000096,-0.0411899918,1.7294546730799676,0.008139445875672936,0.0005816381055513603,0.005199364902444449,3.3591339472378774,,0.05536585694705835,1.2159680482726696,3.145840426898597,,-0.020223432983824206,-0.07372305046940775,-0.08437072441185664,0.0843472852975103,0.056619988097968005,-0.14523254007636188,-0.13273983913901674,-0.13918365891737655,0.07284914611249876,-0.16434587730172562,-0.029435354274999964,-0.03901603834,1.9056822154937223,0.0072976876345268275,0.0006037351941821509,-0.0156102265720735,-0.0154890184999998,0.001274254517787727,24.0
2024-01-22 03:00:00,0.004142701109999999,2.3315366029575246,,0.00048267556016995394,1.9359304231315793,5.410040238650863,,0.1311370666946341,0.3325883956960683,0.21765595609925298,-0.1436996848121899,0.47928443055091885,-0.7920279198045224,-0.12031301331031775,0.9999999999999999,,,53.271290201991555,2.7057415492515132e-12,-0.024222146034999965,-0.0313674322000001,1.6508925580422567,0.8741067617930316,-0.0033691648651340642,0.0007955789183500016,0.005059388386666693,3.1902148872688993,,0.004139367641035892,1.5140282896840218,2.3926681889886923,,0.030660916120469277,-0.15990601610449554,-0.026593360799985123,0.23194729078014223,0.045385821092116606,-0.14599490201614868,-0.21573055597249305,0.09637927326793871,0.30914385017656687,-0.3364864632129368,-0.023778923729999842,-0.02922067894999995,1.8793616237092505,0.015302999056957466,0.0006338065238796849,0.005283795088333342,3.5693932583587347,,0.00814458764165304,0.864381106890478,1.5245910492532684,,0.08669071413424614,-0.048141536480547094,-0.03233694293354113,0.1439715846778281,-0.05014392621897225,-0.1755118556721655,-0.20102706745864163,-0.16702988697755625,0.05399983282970323,-0.1578901040912043,-0.027288601024999814,-0.03939618903333337,1.9247230934601003,0.008126173993424985,0.0005522092489425353,0.005183251302666671,3.3486261817344887,,0.0551416268563107,1.2178695334358327,3.148453079222041,,-0.020745247849913596,-0.0727940229161592,-0.08525448752686529,0.08456023171980535,0.056745246786924684,-0.1453072376405409,-0.13249683607692447,-0.13468281125576273,0.07269742056970757,-0.16272352266782314,-0.029435354274999964,-0.03901603834,1.9028753725382348,0.007314754569215472,0.0006037702845678287,0.0033837193591687133,0.0033894505999998,0.0013252147394453508,24.0
2024-01-23 03:00:00,0.003121550719999969,1.756117496926739,,0.00035121435279671375,2.0675937324977607,5.849475794984711,,0.1958424485296716,0.2934010965247494,0.12782734895486558,-0.15869006839881453,0.3478301208292179,-0.832887430991619,-0.9822140999387027,0.9999999999999999,,,20.315973344525155,3.87652367785361e-05,-0.024222146034999965,-0.0313674322000001,1.477275785873262,0.8708138913684669,-0.013153273034632583,0.0007962220356092886,0.005042159733333349,3.1787659219605064,,0.004123238988402518,1.5152370243594617,2.3932689084188894,,0.02862330991561268,-0.161608567711871,-0.005791239141499085,0.22300105344407992,0.0596489987767839,-0.1322313496659926,-0.2276191730628811,0.09175808728233567,0.2162911835603506,-0.35358990267509255,-0.023778923729999842,-0.02922067894999995,1.8737507223334666,0.01522389577923516,0.0006340399796960869,0.0046937498666666695,3.2092313181326424,,0.006908451625226938,0.942633607702068,1.8124655628211443,,0.09326873928520171,-0.05003251448474667,-0.020228615310637982,0.15713344491748063,-0.03626885740955906,-0.18610379916749248,-0.19571326261355984,-0.16084941440116124,0.014120548260581407,-0.1420327888771793,-0.027288601024999814,-0.03939618903333337,1.8172700781858315,0.008159643845858149,0.0005390615818049368,0.0040179559855555574,2.8663482642393756,,0.04039188998218628,0.8205758969730104,1.8442043813971052,,0.020991884023101728,-0.030076449204518935,-0.03556756923448154,0.11353973113131778,0.06453273664175686,-0.17238142540642906,-0.13927989951497177,-0.13651325989253874,0.07645508626534783,-0.10595380283540397,-0.029435354274999964,-0.03901603834,1.69751946846892,0.007411752493070714,0.000495168463972526,-0.001758579995767527,-0.0017570346000002,0.0013450717471089992,24.0
2024-01-24 03:00:00,-7.902510000002139e-05,-0.06425245924922662,,-3.109060824429688e-05,0.9384043518962271,2.8192625305992536,,0.062234261413410055,0.04288887837501427,-0.12969573228803233,-0.8370991763092618,0.02090444687366275,-0.6108232321705904,-0.9520465193604197,1.0,,,16.466890843614223,0.00026561958036988657,-0.024222146034999965,-0.0313674322000001,0.9879172965673265,0.9528875700687311,-0.009875628786213682,0.00038119846155142335,0.006591586083333339,4.008202396795913,,0.005574982546528833,1.2911590677217766,1.4518706819663723,,0.0028875286574727575,-0.15783823178656317,-0.06522349249783152,0.13304631338075618,0.057901819280200086,-0.17746988346418904,-0.2631575103081884,0.08664559330589901,0.18177919820140295,-0.15131611693174912,-0.023778923729999842,-0.02922067894999995,2.1597486204778473,0.015534876787768812,0.000681523931097141,0.005440255875000003,3.6365517851028852,,0.008054022481382874,0.8622298084560409,1.3992879479295823,,0.08445681058989161,-0.0515664569209249,-0.04654844070021467,0.10391625135691145,-0.03310896870436872,-0.20364408815628895,-0.20900757229839992,-0.15001345747182576,0.004475578462806947,-0.03598799481005345,-0.027288601024999814,-0.03939618903333337,1.9497859774698314,0.008301189015760284,0.0005639747251698751,0.004676104561111111,3.2923104727093793,,0.04883752356273017,0.7700245453479809,1.6020747872316519,,0.0061698888307598265,-0.04097723400280317,-0.05648029858746195,0.0784692539299752,0.06716567677711277,-0.18517672359782353,-0.1505626245210766,-0.13373998954858338,0.05875903318360726,-0.03415353894363709,-0.029435354274999964,-0.03901603834,1.8365645480521136,0.007544681721706827,0.000508355353303912,0.04293551022361488,0.0438705737,0.001407416679583251,24.0
2024-01-25 03:00:00,-0.0031938540500000513,-2.3664933514295075,,-0.0004184313168195342,0.9367940128331511,1.8752408172342985,,-0.30961026817504256,0.008918003836989402,-0.2045725998746168,-0.6893720318380473,0.5765724323766048,-0.6684223595707893,0.027781856664087713,1.0,,,15.251763309963769,0.0004876651015665911,-0.0300553619800001,-0.0313674322000001,0.6597041674861012,0.8973245585619225,-0.009217722438548827,0.00045900783199645723,0.006301585366666667,3.7813484073950274,,0.0052856291408940265,1.2266118840304154,1.3540659722746498,,-0.05745408062607807,-0.1931666769490228,-0.047593463208983444,0.18410032257937317,0.10871649383607118,-0.19389088540428748,-0.2183801501119249,0.08560383497434122,0.16733168407695914,-0.04515743256032021,-0.027831712894999965,-0.029909576400000103,2.054899775061948,0.015118271204757042,0.0006998529537378899,0.004776632316666665,3.142035917497196,,0.00671287337495325,0.8581736544649252,1.2843511962918337,,0.043627632679641155,-0.041608593752609044,-0.04194321573810132,0.12059446394474109,0.008375588848687431,-0.19867939097899354,-0.19218279006725134,-0.13068992080568606,-0.0004252157640071902,-0.03819511396512298,-0.0285975061800001,-0.03939618903333337,1.7701673200777677,0.00835039054077736,0.0005824006826582517,0.004545543552222223,3.1780249438281167,,0.04278082225952328,0.7455386404454595,1.5346731673970402,,-0.03402582495694801,-0.04027159865754212,-0.05526419668358535,0.09549246118025609,0.09148443768401318,-0.18715544617343183,-0.1397340568321747,-0.14111487501651757,0.05483940090618468,-0.030351508526319668,-0.0300553619800001,-0.03901603834,1.7946458770370468,0.007609941431773795,0.0005155343220632898,-0.028864315671178916,-0.0284517206000001,0.0014897407777660291,24.0
2024-01-26 03:00:00,-0.004048116060000012,-3.0527061875423387,,-0.0005207178178251309,1.113505753954999,2.568557461775433,,-0.31029026181146296,0.08254945892787742,-0.29802298886138295,-0.5180249475528926,0.9505198307748982,-0.3334507779731572,0.10391158591035511,-1.0,,,15.815940571886673,0.0003678003530332632,-0.0300553619800001,-0.0313674322000001,0.5686850424989287,0.8982140954646476,-0.006535469665638184,0.0004431353921186274,0.005914329403333333,3.5493152563929726,,0.004914714147282302,1.2732471076535845,1.4399175034661953,,-0.03732148621911789,-0.20156622695697776,-0.04765908827299323,0.1911069816168416,0.12004402361349262,-0.168317842735625,-0.21528658254858415,0.09536449157050124,0.18093318109497528,-0.04781549570027423,-0.027831712894999965,-0.029909576400000103,1.99007224277321,0.014701595273496135,0.0006997169711579437,0.00478211866,3.145779662745731,,0.006579211576202836,0.8576031332362549,1.2842717322752408,,0.045585973909879805,-0.04785999371625401,-0.03925970840025983,0.11959812978228579,0.010100105472928257,-0.1866964417415808,-0.1968176568747057,-0.12555255812420343,0.009208809073920176,-0.028829208947212474,-0.0285975061800001,-0.03939618903333337,1.771051918695248,0.008376517194463928,0.0005823507462035049,0.004756393932000001,3.3444041544346543,,0.04158516298508941,0.741876768646962,1.5987800739646332,,-0.03509707324560224,-0.04353835201372966,-0.05184217229232328,0.09439841824999819,0.09087471004074447,-0.18429882355798263,-0.16006515912606906,-0.14035297860811763,0.058197239168190036,-0.0326720742074404,-0.0300553619800001,-0.03901603834,1.8625137419013842,0.007647971096934723,0.0005097047314744466,0.0004687276300388796,0.0004688375000001,0.0015542946196077194,24.0
