datetime,G19_V5,G33_V1,G53_V1,G59_V1,G59_V2,G70_V1,G85_V1,G90_V1,G91_V1,G24,G43,G44,G73,G69_V2,G68_V1,G58_V1
2022-07-01 03:00:00,,,,0.0116,0.0,,,,,,,,,,,
2022-07-02 03:00:00,,,,0.0,0.0,,,,,0.010664183381088824,,,,,,
2022-07-03 03:00:00,,,,0.0,0.0,,,,,-0.0026845272206303724,,,,,,
2022-07-04 03:00:00,,,,0.0005533333333333334,0.0,,,,,-0.0015573065902578797,,,,,,
2022-07-05 03:00:00,,,,0.0010399999999999997,0.0,,,,,0.00032884615384615385,,,,,,
2022-07-06 03:00:00,,,,0.0,0.0,,,,,0.0001892857142857143,,,,,,
2022-07-07 03:00:00,,,,0.001113333333333333,0.0,,,,,-0.0008277486910994765,,,,,,
2022-07-08 03:00:00,,,,-0.0002216666666666669,0.0,,,,,0.004796596858638744,,,,,,
2022-07-09 03:00:00,,,,0.0,0.0,,,,,0.0028476439790575915,,,,,,
2022-07-10 03:00:00,,,,0.0,0.0,,,,,0.005546596858638743,,,,,,
2022-07-11 03:00:00,,,,-0.0003949999999999995,0.0,,,,,-0.0004230366492146597,,,,,,
2022-07-12 03:00:00,,,,-0.002941666666666667,0.0,,,,,-0.004284816753926702,,,,,,
2022-07-13 03:00:00,,,,0.0,0.0,,,,,-0.0013959016393442624,,,,,,
2022-07-14 03:00:00,,,,0.0015733333333333335,0.0,,,,,0.008812466124661246,,,,,,
2022-07-15 03:00:00,,,,0.0,0.0,,,,,0.006837102473498233,,,,,,
2022-07-16 03:00:00,,,,0.0,0.0,,,,,0.0007143109540636043,,,,,,
2022-07-17 03:00:00,,,,0.0,0.0,,,,,0.0015597938144329897,,,,,,
2022-07-18 03:00:00,,,,0.0044733333333333335,0.0,,,,,-0.002759801488833747,,,,,,
2022-07-19 03:00:00,,,,-3.500000000000031e-05,0.0,,,,,-0.00516053946053946,,,,,,
2022-07-20 03:00:00,,,,0.0,0.0,,,,,0.004801598401598402,,,,,,
2022-07-21 03:00:00,,,,0.0,0.0,,,,,-0.00787032967032967,,,,,,
2022-07-22 03:00:00,,,,0.00016833333333333284,0.0,,,,,0.004212587412587412,,,,,,
2022-07-23 03:00:00,,,,0.0,0.0,,,,,-0.005802397602397602,,,,,,
2022-07-24 03:00:00,,,,0.0,0.0,,,,,0.003273226773226773,,,,,,
2022-07-25 03:00:00,,,,-5.000000000000664e-06,0.0,,,,,-0.005522177822177822,,,,,,
2022-07-26 03:00:00,,,,0.0,0.0,,,,,-0.001649150849150849,,,,,,
2022-07-27 03:00:00,,,,0.002411666666666668,0.0,,,,,0.00699010989010989,,,,,,
2022-07-28 03:00:00,,,,-3.500000000000031e-05,0.0,,,,,0.01167022977022977,,,,,,
2022-07-29 03:00:00,,,,-8.5e-05,0.002644594,,,,,0.004615084915084915,,,,,,
