datetime,Mean_Returns_10,Sharpe_Ratio_10,Sortino_Ratio_10,Calmar_Ratio_10,Skewness_10,Kurtosis_10,Hurst_Returns_10,ACF_Lag_1_10,ACF_Lag_2_10,ACF_Lag_3_10,ACF_Lag_4_10,ACF_Lag_5_10,ACF_Lag_6_10,ACF_Lag_7_10,ACF_Lag_8_10,ACF_Lag_9_10,ACF_Lag_10_10,Jarque-Bera_statistic,Jarque-Bera_pvalue,VaR_95,CVaR_95,Omega_Ratio,Mean_Returns_30,Sharpe_Ratio_30,Sortino_Ratio_30,Calmar_Ratio_30,Skewness_30,Kurtosis_30,Hurst_Returns_30,ACF_Lag_1_30,ACF_Lag_2_30,ACF_Lag_3_30,ACF_Lag_4_30,ACF_Lag_5_30,ACF_Lag_6_30,ACF_Lag_7_30,ACF_Lag_8_30,ACF_Lag_9_30,ACF_Lag_10_30,Cumulative_Returns,Log_Returns,Volatility_of_Volatility_30,Max_Drawdown_Duration_30
2022-07-01 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.006798625316595475,0.006775618879398183,,
2022-07-02 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.007247310175316768,0.00044555574253525603,,
2022-07-03 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.03250873974585122,0.02477033584018471,,
2022-07-04 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.03538928209170056,0.002785963503579858,,
2022-07-05 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.0334352226708543,-0.0018890534189245267,,
2022-07-06 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.039338471462743385,0.005696005086554431,,
2022-07-07 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.037961049611234365,-0.0013261660530027666,,
2022-07-08 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.029598804424988634,-0.008089043484610283,,
2022-07-09 03:00:00,,,,,,,,,,,,,,,,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.04364696982786542,0.013552064672743759,,
2022-07-10 03:00:00,0.02585081368390595,6.085980508313629,,,0.5569170996114559,-0.272781506496938,,0.2261470779122557,-0.4064448322187782,-0.35301190080528894,-0.6867335098424363,-0.3449193846848736,0.7763344254025795,0.6681811658485531,1.0,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.06947347036809726,0.024445162824272164,,
2022-07-11 03:00:00,0.023685044135622065,5.4512339268584435,,0.23862262146005864,0.5817175034941444,-0.44198308695504757,,0.08113488978962408,-0.48111070209638374,-0.19677907884132506,-0.4518334322081536,-0.284343320076892,0.7590754511711422,0.32572886923281197,-1.0,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.0554455245347798,-0.01320346767023145,,
2022-07-12 03:00:00,0.02188458864064766,4.968078293561653,,0.10814570932468515,0.6287658840219658,-0.5288109594956641,,0.28840852684991414,-0.4850371200408135,-0.2430364266343416,-0.34958368646172344,-0.2566708849429182,0.7339555316908464,0.8753728460753752,-1.0,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.04433588295836288,-0.010581811233464548,,
2022-07-13 03:00:00,0.00998681069954473,2.962909151549391,,0.030227736803888277,0.2526452084794996,-1.1105291271206117,,0.06267812087453965,-0.5818231585241,-0.2604221961199277,0.1790174523470995,0.3503501909229839,0.38994677509756037,-0.28240085837796736,-1.0,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.04665672151009237,0.002219844775925821,,
2022-07-14 03:00:00,0.00318956158610728,0.9903954230738004,,0.005137513475670263,0.6734696231929663,-0.26238679655171027,,0.08223218200024089,-0.6092999141485805,-0.08052285019531306,0.2056473269837943,-0.18425713394895135,-0.7861686147487323,0.6439169225546236,-1.0,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.051538392831837365,0.004653218470213763,,
2022-07-15 03:00:00,0.01040047290911425,3.0653115354915106,,0.018996757368741467,0.24307942465653568,-1.1624715131275092,,0.048819164808352446,-0.6401356428470089,-0.1937967746232693,0.17610104179425692,0.35767454782303404,0.3931196635334572,0.3509507784220916,-1.0,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.06699193212131593,0.014589183082487269,,
2022-07-16 03:00:00,0.00987508547264937,2.9118385811848877,,0.014886083736919428,0.2799282888219185,-1.140434334099485,,0.07034624968726867,-0.681686124512135,-0.2583723709876137,0.18324935831244635,0.43245077610288724,0.3048275729835119,-0.1088129229431311,-1.0,,,5804.948061406825,0.0,,,1.3513101063168482,,,,,,,,,,,,,,,,,,0.07142375422348524,0.004144964401102414,,
