datetime,Close,Volume
,SPC,SPC
2022-01-03,18.2598876953125,26900
2022-01-04,18.268796920776367,21600
2022-01-05,18.268796920776367,20500
2022-01-06,18.286611557006836,58300
2022-01-07,18.286611557006836,42100
2022-01-10,18.27770233154297,12200
2022-01-11,18.27770233154297,62400
2022-01-12,18.286611557006836,59700
2022-01-13,18.29106330871582,33800
2022-01-14,18.286611557006836,23500
2022-01-18,18.286611557006836,4400
2022-01-19,18.27770233154297,54200
2022-01-20,18.2598876953125,48600
2022-01-21,18.2598876953125,22200
2022-01-24,18.224258422851562,23100
2022-01-25,18.215351104736328,11200
2022-01-26,18.215351104736328,51900
2022-01-27,18.233165740966797,27800
2022-01-28,18.224258422851562,43200
2022-01-31,18.19753646850586,17300
2022-02-01,18.233165740966797,10200
2022-02-02,18.250980377197266,79800
2022-02-03,18.250980377197266,8900
2022-02-04,18.250980377197266,10700
2022-02-07,18.2598876953125,45300
2022-02-08,18.27770233154297,19200
2022-02-09,18.2598876953125,9300
2022-02-10,18.2598876953125,1700
2022-02-11,18.268796920776367,10500
2022-02-14,18.242074966430664,7700
2022-02-15,18.2598876953125,7200
2022-02-16,18.2598876953125,10900
2022-02-17,18.286611557006836,32500
2022-02-18,18.2598876953125,13300
2022-02-22,18.27770233154297,27600
2022-02-23,18.286611557006836,8700
2022-02-24,18.286611557006836,17000
2022-02-25,18.268796920776367,8000
2022-02-28,18.27770233154297,25400
2022-03-01,18.268796920776367,16900
2022-03-02,18.268796920776367,7500
2022-03-03,18.27770233154297,19200
2022-03-04,18.286611557006836,16100
2022-03-07,18.268796920776367,2100
2022-03-08,18.268796920776367,10000
2022-03-09,18.268796920776367,5500
2022-03-10,18.268796920776367,4000
2022-03-11,18.27770233154297,12100
2022-03-14,18.2598876953125,39500
2022-03-15,18.2598876953125,251800
2022-03-16,18.2598876953125,23000
2022-03-17,18.2598876953125,4200
2022-03-18,18.2598876953125,9900
2022-03-21,18.2598876953125,11300
2022-03-22,18.2598876953125,2600
2022-03-23,18.2598876953125,3600
2022-03-24,18.27770233154297,5000
2022-03-25,18.286611557006836,13300
2022-03-28,18.286611557006836,15200
2022-03-29,18.2598876953125,7300
2022-03-30,18.268796920776367,12400
2022-03-31,18.27770233154297,12500
2022-04-01,18.27770233154297,3400
2022-04-04,18.286611557006836,2400
2022-04-05,18.286611557006836,39700
2022-04-06,18.31333351135254,77100
2022-04-07,18.29551887512207,40200
2022-04-08,18.286611557006836,1800
2022-04-11,18.264339447021484,176900
2022-04-12,18.255435943603516,46500
2022-04-13,18.27770233154297,4700
2022-04-14,18.304424285888672,83700
2022-04-18,18.304424285888672,3800
2022-04-19,18.31333351135254,10200
2022-04-20,18.322240829467773,26700
2022-04-21,18.322240829467773,11700
2022-04-22,18.331146240234375,5000
2022-04-25,18.322240829467773,109900
2022-04-26,18.31333351135254,56800
2022-04-27,18.304424285888672,7800
2022-04-28,18.27770233154297,72300
2022-04-29,18.2598876953125,19200
