datetime,Close,Volume
,MDY,MDY
2022-01-03,499.4210510253906,1905900
2022-01-04,501.8354187011719,1723100
2022-01-05,490.4174499511719,1900800
2022-01-06,492.95697021484375,1987500
2022-01-07,489.1573181152344,1692900
2022-01-10,487.2430419921875,2391200
2022-01-11,491.8891906738281,1570000
2022-01-12,490.3405456542969,824400
2022-01-13,488.97454833984375,1408800
2022-01-14,487.416259765625,1089200
2022-01-18,476.9986267089844,1367000
2022-01-19,470.6210632324219,1362300
2022-01-20,462.3004455566406,1711700
2022-01-21,454.3164367675781,3188600
2022-01-24,462.9930419921875,5003700
2022-01-25,454.7974548339844,2294700
2022-01-26,449.9974365234375,2514600
2022-01-27,443.07159423828125,2740500
2022-01-28,451.8924255371094,2021200
2022-01-31,461.76177978515625,2029800
2022-02-01,466.465576171875,1532100
2022-02-02,466.4848327636719,1278400
2022-02-03,458.9144592285156,1165600
2022-02-04,459.7994079589844,778700
2022-02-07,459.789794921875,1792900
2022-02-08,468.5914001464844,1038900
2022-02-09,476.95050048828125,1192300
2022-02-10,470.16900634765625,1655600
2022-02-11,464.07037353515625,1281400
2022-02-14,462.5601806640625,1832400
2022-02-15,472.59295654296875,1557300
2022-02-16,473.9974365234375,1298300
2022-02-17,463.6567687988281,1237500
2022-02-18,461.8387145996094,1476500
2022-02-22,455.3649597167969,1559900
2022-02-23,447.7080078125,1630000
2022-02-24,454.3357849121094,1884300
2022-02-25,467.17742919921875,2521200
2022-02-28,466.9561767578125,2166700
2022-03-01,458.0391540527344,2380600
2022-03-02,470.188232421875,2440600
2022-03-03,466.1962585449219,1170700
2022-03-04,459.0202331542969,1159700
2022-03-07,441.7537536621094,1222200
2022-03-08,443.158203125,1816600
2022-03-09,455.7690124511719,1487600
2022-03-10,455.845947265625,1046900
2022-03-11,451.1036682128906,2216900
2022-03-14,447.3521423339844,884500
2022-03-15,454.0567626953125,957600
2022-03-16,466.9657897949219,1582400
2022-03-17,471.506103515625,996000
2022-03-18,474.9405212402344,1534700
2022-03-21,473.6678161621094,1010800
2022-03-22,476.60858154296875,1152200
2022-03-23,467.7476501464844,1584000
2022-03-24,473.1470947265625,514500
2022-03-25,476.5024719238281,1517800
2022-03-28,477.2256164550781,1363600
2022-03-29,487.4171447753906,1755000
2022-03-30,479.96392822265625,1484300
2022-03-31,472.88677978515625,1258600
2022-04-01,476.0782470703125,1204200
2022-04-04,475.2104797363281,1069600
2022-04-05,466.5327453613281,1099600
2022-04-06,461.075439453125,798000
2022-04-07,459.91839599609375,1110100
2022-04-08,459.9473571777344,799900
2022-04-11,457.77789306640625,865100
2022-04-12,457.1512451171875,1402300
2022-04-13,464.5851135253906,1034200
2022-04-14,461.8564758300781,1450400
2022-04-18,460.959716796875,1144000
2022-04-19,471.39227294921875,897300
