datetime,Close,Volume
,CBOE,CBOE
2022-01-03,124.53874206542969,464600
2022-01-04,121.89207458496094,918500
2022-01-05,120.68994140625,472500
2022-01-06,121.64971160888672,400000
2022-01-07,120.37969207763672,535900
2022-01-10,118.92548370361328,675100
2022-01-11,122.09566497802734,513300
2022-01-12,120.77719116210938,366400
2022-01-13,116.6860122680664,510500
2022-01-14,114.55315399169922,735000
2022-01-18,115.65835571289062,704500
2022-01-19,116.61813354492188,510900
2022-01-20,116.67630004882812,469700
2022-01-21,114.48528289794922,659800
2022-01-24,114.49497985839844,789200
2022-01-25,112.08099365234375,559500
2022-01-26,111.34419250488281,657100
2022-01-27,111.24723815917969,422300
2022-01-28,112.76930236816406,482000
2022-01-31,114.911865234375,717400
2022-02-01,115.26085662841797,430700
2022-02-02,116.33699035644531,558800
2022-02-03,113.11833190917969,612800
2022-02-04,116.5793685913086,1126400
2022-02-07,116.28851318359375,509700
2022-02-08,118.8479232788086,649800
2022-02-09,117.5973129272461,739400
2022-02-10,117.40341186523438,769300
2022-02-11,116.61813354492188,711600
2022-02-14,116.8992919921875,584500
2022-02-15,118.09172821044922,551900
2022-02-16,117.51974487304688,491700
2022-02-17,114.8149185180664,599000
2022-02-18,115.18330383300781,651100
2022-02-22,112.91474914550781,841000
2022-02-23,111.04365539550781,561300
2022-02-24,113.6903076171875,751800
2022-02-25,114.32307434082031,564000
2022-02-28,114.17704772949219,1143800
2022-03-01,114.08943939208984,649800
2022-03-02,115.49122619628906,663100
2022-03-03,114.22572326660156,988100
2022-03-04,117.32133483886719,661200
2022-03-07,113.33014678955078,546100
2022-03-08,110.672607421875,473700
2022-03-09,112.02571105957031,633200
2022-03-10,111.0911865234375,330000
2022-03-11,110.97437286376953,503500
2022-03-14,110.70178985595703,713000
2022-03-15,111.29560852050781,874100
2022-03-16,112.17172241210938,745800
2022-03-17,114.51775360107422,669600
2022-03-18,113.70006561279297,926500
2022-03-21,112.94075012207031,582800
2022-03-22,116.2894515991211,518100
2022-03-23,112.23013305664062,452400
2022-03-24,110.68233489990234,667000
2022-03-25,111.68498992919922,634200
2022-03-28,109.9425048828125,514200
2022-03-29,111.73367309570312,666900
2022-03-30,111.64605712890625,497300
2022-03-31,111.38322448730469,1001300
2022-04-01,113.74872589111328,533400
2022-04-04,109.92304229736328,632500
2022-04-05,110.17613983154297,569800
2022-04-06,111.86995697021484,515900
2022-04-07,114.80979919433594,819800
2022-04-08,113.26200103759766,495100
2022-04-11,113.65138244628906,478400
2022-04-12,114.63458251953125,589900
2022-04-13,116.37705993652344,1489200
2022-04-14,114.21599578857422,920000
2022-04-18,113.25225830078125,721200
2022-04-19,114.65404510498047,647100
2022-04-20,115.07262420654297,764100
2022-04-21,111.94783020019531,589400
2022-04-22,111.08145141601562,488400
2022-04-25,112.21065521240234,570200
2022-04-26,108.59912109375,527100
2022-04-27,112.3956298828125,675700
2022-04-28,112.21065521240234,741000
2022-04-29,109.9814453125,1104900
2022-05-02,108.98851013183594,1069500
2022-05-03,109.3681640625,945100
2022-05-04,111.65579223632812,845100
2022-05-05,108.3363037109375,865800
2022-05-06,108.29735565185547,603800
2022-05-09,104.34512329101562,711500
2022-05-10,105.36724853515625,823800
2022-05-11,105.63980102539062,663600
2022-05-12,104.21855926513672,823800
2022-05-13,106.47698974609375,581100
2022-05-16,106.379638671875,415100
2022-05-17,105.58140563964844,528200
2022-05-18,102.05747985839844,530000
2022-05-19,102.75838470458984,577900
2022-05-20,104.10175323486328,626400
2022-05-23,104.78317260742188,564600
2022-05-24,104.11148071289062,482800
2022-05-25,104.86103820800781,746500
2022-05-26,106.49645233154297,557200
2022-05-27,109.36125183105469,491800
2022-05-31,109.81101989746094,1240500
2022-06-01,109.9185791015625,614200
2022-06-02,112.96915435791016,431500
2022-06-03,111.46342468261719,335800
2022-06-06,112.34339904785156,324500
2022-06-07,111.11144256591797,554300
2022-06-08,110.96477508544922,380500
2022-06-09,111.09188079833984,475300
2022-06-10,107.3275375366211,697600
2022-06-13,106.1053466796875,491000
2022-06-14,105.12760162353516,386700
2022-06-15,107.27865600585938,593400
2022-06-16,106.44756317138672,505500
2022-06-17,106.7213363647461,935400
2022-06-21,107.24932861328125,783800
2022-06-22,106.94622039794922,731400
2022-06-23,109.85013580322266,444000
2022-06-24,112.38250732421875,894300
2022-06-27,111.98163604736328,429700
2022-06-28,111.53186798095703,398900
2022-06-29,111.36565399169922,514500
2022-06-30,110.67145538330078,801500
2022-07-01,112.1282958984375,465100
2022-07-05,114.8268814086914,537100
2022-07-06,115.11042785644531,668400
2022-07-07,116.53793334960938,377400
2022-07-08,115.8730697631836,314000
2022-07-11,118.58143615722656,468900
2022-07-12,117.44725036621094,597300
2022-07-13,115.48196411132812,693100
2022-07-14,115.30596923828125,385000
2022-07-15,116.3326187133789,511300
2022-07-18,115.55040740966797,618900
2022-07-19,119.14852905273438,1036600
2022-07-20,119.0703125,592200
2022-07-21,121.24091339111328,440800
2022-07-22,120.9769287109375,398500
