datetime,close,Volume,funding_rate,log_returns,log_returns_13,Hurst_13,MR_Strength_13,RSI_13,Momentum_13,MACD_13,MACD_Signal_13,MACD_Diff_13,Volatility_logreturns_13,log_returns_34,Hurst_34,MR_Strength_34,RSI_34,Momentum_34,MACD_34,MACD_Signal_34,MACD_Diff_34,Volatility_logreturns_34,log_returns_55,Hurst_55,MR_Strength_55,RSI_55,Momentum_55,MACD_55,MACD_Signal_55,MACD_Diff_55,Volatility_logreturns_55,umap_1,umap_2,umap_3,umap_4,umap_5,umap_6,umap_7
2022-01-24,36654.328125,41856658597,4.698e-05,0.010352967106698903,-0.15350675959464544,,0.01405274893245284,25.179462369292537,-14.23050334910701,-1974.0788689945766,-1390.0162738002202,-584.0625951943564,0.03691055722877945,,,,,,,,,,,,,,,,,,,10.994685,9.374316,2.8501527,4.0172615,2.418325,1.7441872,2.1748862
2022-01-25,36954.00390625,26428189594,2.706e-05,0.008142486826951165,-0.1733581800196059,,0.0839884081323417,27.330687774381502,-15.916360989319141,-1797.5224893977938,-1471.517516919735,-326.0049724780588,0.0355107715278508,,,,,,,,,,,,,,,,,,,6.1485214,-0.8905993,7.156427,10.117187,7.356783,1.2650344,4.355395
2022-01-26,36852.12109375,31324598034,-1.7863333333333332e-05,-0.0027608244495656064,-0.14474317651710147,,0.08605655331485351,27.044301468610144,-13.475552032101422,-1630.6131694141368,-1503.3366474186155,-127.2765219955213,0.035184689397655074,,,,,,,,,,,,,,,,,,,8.650997,3.1156154,10.896307,2.0640705,5.7408314,7.783568,6.156994
2022-01-27,37138.234375,25041426629,-7.536333333333334e-05,0.007733837890785913,-0.1488690033221381,,0.11990602681418064,29.29818488964453,-13.831801501659987,-1420.9948243715262,-1486.8682828091978,65.87345843767162,0.03497799896705372,,,,,,,,,,,,,,,,,,,5.448985,-1.87933,4.363088,10.6570015,4.324401,0.55806726,7.097748
2022-01-28,37784.33203125,22238830523,3.184e-05,0.017247505090414967,-0.1334226538539326,,0.1709701133853725,34.26620333752065,-12.490484840249357,-1142.357608172104,-1417.9661478817793,275.60853970967537,0.035720174875880854,,,,,,,,,,,,,,,,,,,3.3620195,0.25596452,0.5302032,8.365961,0.49901944,4.5145893,6.4185348
2022-01-29,38138.1796875,17194183075,3.723333333333333e-06,0.00932135173920975,-0.12262908975032122,,0.24712538360639366,36.89697455752129,-11.540829414976852,-874.5868878440087,-1309.2902958742254,434.7034080302167,0.03606531581007449,,,,,,,,,,,,,,,,,,,1.0973089,4.092502,-0.41863137,-0.34980685,8.077174,6.304679,0.9213901
2022-01-30,37917.6015625,14643548444,8.392000000000001e-05,-0.005800446457155093,-0.10820196450842746,,0.29598409114987984,35.92599215423928,-10.255367418009806,-706.4593672209303,-1188.7241101435663,482.26474292263606,0.03592717866436441,,,,,,,,,,,,,,,,,,,0.74205077,9.294772,5.670679,3.0671735,10.502495,0.9219918,9.736194
2022-01-31,38483.125,20734730465,8.392000000000001e-05,0.014804408066392667,-0.09635366569864694,,0.44721992892063195,40.290303642637376,-9.185721968385058,-493.9000117998294,-1049.759290474819,555.8592786749896,0.03638453365760947,,,,,,,,,,,,,,,,,,,2.3649304,1.0404271,0.43458953,6.06885,0.51874477,6.817497,5.6384983
2022-02-01,38743.2734375,20288500328,-1.3809999999999998e-05,0.006737318502634114,-0.07460643675314206,,0.7228900626293485,42.250566439271665,-7.189131607325397,-306.43838427466835,-901.0951092347889,594.6567249601205,0.03650581972273104,,,,,,,,,,,,,,,,,,,2.2682014,1.3454313,0.4161904,5.07054,0.9620769,7.6938763,5.1258616
2022-02-02,36952.984375,19155189416,3.216e-05,-0.04731073995912287,-0.09610043361666117,,1.3129671001800225,33.94284818558471,-9.162721967638952,-434.91385046234063,-807.8588574802993,372.9450070179587,0.03794915052072309,,,,,,,,,,,,,,,,,,,1.9578744,1.9474883,-0.10111126,3.1972094,2.5977037,8.73975,3.2006042
2022-02-03,37154.6015625,18591534769,-2.693666666666667e-05,0.005441215831991581,0.01894546513077039,,0.42707717715321364,35.4903821621957,1.9126069195001476,-467.01825805836415,-739.6907375959124,272.67247953754827,0.02232501165704481,,,,31.909480177405456,,-1900.8702426766395,,,,,,,,,,,,,1.9775368,2.079612,-0.1717973,2.6006432,3.354017,8.560501,2.4602718
2022-02-04,41500.875,29412210792,9.636666666666669e-06,0.11062688345744714,0.16950253742786417,,0.6237596961017298,58.30305543862281,18.471535315905538,153.28415726277308,-561.0957586241753,714.3799158869484,0.034691840730125774,-0.13894038081313792,,0.10052849466250237,46.80340924589392,-12.972008770768648,-1631.5769191375366,,,0.03402911204045764,,,,,,,,,,7.5684805,1.4442114,10.663165,4.9901443,9.683784,7.507172,3.9573524
2022-02-05,41441.1640625,19652846215,9.152333333333336e-05,-0.0014398234837348135,0.13309614016294785,,0.9564595977110023,57.99780085884801,14.235981971089911,518.274516091522,-345.2217036810359,863.4962197725579,0.034240719878834015,-0.133191149896851,,0.16312840567211076,46.658945333992456,-12.470223696030553,-1398.7467435340513,,,0.03402751207018784,,,,,,,,,,2.118457,1.7155831,0.17800286,4.0332847,1.6898297,8.574161,4.387002
2022-02-06,42412.43359375,16142097334,0.0001,0.02316687651757865,0.14591004957382758,,0.36057061501867926,61.545643903041054,15.709210244185865,859.3367293859992,-104.31001706762885,963.6467464536281,0.034428223284974385,-0.09110963668350873,,0.17026449733475738,49.2825026086714,-8.708238384741364,-1142.3142296367805,,,0.03423020017890774,,,,,,,,,,0.3730051,3.9305944,1.4645418,-0.37784803,11.579408,3.381252,3.571723
2022-02-07,43840.28515625,28641855926,-9.586666666666667e-06,0.033111582709537346,0.1708791454564137,,0.15890023614872997,66.10527665496826,18.63473648882558,1237.0541554586962,163.96281743763618,1073.09133802106,0.034934761358333205,-0.04585911931011047,,0.17830917234133617,52.79883515880787,-4.482348136079836,-843.0879163331265,,,0.034727350369114764,,,,,,,,,,7.255892,1.0750579,10.350278,6.3670287,10.247767,6.7413836,3.5035572
2022-02-08,44118.4453125,33079398868,0.0001,0.006324808965338507,0.17996477887131784,,0.039995595691989044,66.93275437470183,19.71751965175851,1457.5548812752968,422.6812302051683,1034.8736510701285,0.034679999818647306,0.01253197811004093,,0.12194873084372661,53.4466632527407,1.261083240351938,-571.9430109328678,,,0.0335676489528899,,,,,,,,,,8.849436,5.440308,10.423194,-0.30562586,1.7619203,5.438328,6.2776203
2022-02-09,44338.796875,23245887300,6.387333333333332e-05,0.00498211368199733,0.17721305466252912,,0.06361597384587253,67.61133366326062,19.38854288896172,1564.5420843252505,651.0534010291848,913.4886832960657,0.03472876099105945,0.02692438909562787,,0.10983606004967585,53.96237398804423,2.729012549146101,-329.17438359942753,,,0.03353132343442935,,,,,,,,,,4.4902186,-0.8579852,1.425575,9.52013,0.76473504,3.623499,7.192921
2022-02-10,43565.11328125,32142048537,6.067000000000001e-05,-0.01760339378138894,0.1423621557907252,,0.07009076276444216,62.71591644543502,15.299413643779472,1455.659365276224,811.9745938785926,643.6847713976314,0.03575632182830466,0.04716898396461409,,0.08222777560551509,51.88318385016426,4.829913985785834,-165.37550966458366,,,0.03299992211061085,,,,,,,,,,8.921629,3.857934,10.837185,1.3045257,4.35582,7.2168956,6.527074
2022-02-11,42407.9375,26954925781,-2.9953333333333337e-05,-0.026921126055171853,0.10611967799634352,,0.1315214895730558,56.1307180921473,11.195494508353363,1164.2709821992248,882.4338715427191,281.83711065650573,0.03727462530024454,0.016020809576845593,,0.09213763434242206,48.97527387311313,1.614983083407175,-89.49720662686741,-749.6702914948897,660.1730848680223,0.03334920791238915,,,,,,,,,,6.556496,-0.1427597,8.617191,8.914938,9.210713,3.58084,3.3445203
2022-02-12,42244.46875,18152390304,0.0001,-0.00386212183286643,0.10805800262063218,,0.209343331375786,55.243018538972514,11.411236494924335,914.9959881847681,888.9462948711289,26.04969331363918,0.037217949078550486,0.0079107525378662,,0.10556498353963789,48.57899289269919,0.7942125213316344,-34.1578489595413,-606.5678029878201,572.4099540282788,0.03335037981237652,,,,,,,,,,1.6396841,3.3709235,-0.92641884,0.7106996,5.9128513,7.8122926,1.006396
2022-02-13,42197.515625,14741589015,7.599333333333332e-05,-0.001112080209543203,0.09214151434469638,,0.23234136801785887,54.972496451598914,9.65199844087506,718.3242805969348,854.8218920162901,-136.49761141935528,0.037248365015133345,0.008956484094524295,,0.1056545270172095,48.46294669629025,0.8996713412912447,9.904700237580983,-483.2733023427399,493.1780025803209,0.03334859058316429,,,,,,,,,,0.8474387,9.270882,5.4886093,3.0301862,10.762659,0.8103939,9.782821
2022-02-14,42586.91796875,20827783012,6.343e-05,0.009185768314632001,0.09458996415669427,,0.26760281388785767,56.87007681969191,9.920804800994688,624.2225789116492,808.7020293953619,-184.47945048371275,0.037252635029453716,-0.0034911582282829918,,0.1108120580438185,49.49386808003539,-0.3485071221024427,67.78579049572,-373.061483775048,440.84727427076797,0.033174750839022216,,,,,,,,,,2.427804,0.94851613,0.39693496,6.3399086,0.44559917,6.5645328,5.750294
2022-02-15,44575.203125,22721659051,2.567333333333333e-05,0.045630604487240684,0.18753130860305783,,0.451562318746462,65.0235135472587,20.62680153962531,825.171556164074,811.9959347491044,13.175621414969555,0.03473707492181896,0.014145539007045816,,0.12071183613082934,54.30271997444902,1.4246060561889329,223.16954891924252,-253.81527723618987,476.9848261554324,0.03376010806693209,,,,,,,,,,4.046633,-0.3576333,1.0066931,9.129704,0.60227734,3.8845413,6.8945637
2022-02-16,43961.859375,19792547657,0.0001,-0.01385529504989858,0.16823479772116778,,0.9935751459759186,61.15971182871954,18.32143940784589,826.9005348425271,814.976854767789,11.923680074738172,0.03555560810203969,0.031666071909217275,,0.08535931604840995,52.707716101314794,3.2172776266430363,318.8778961445496,-139.27664256004198,458.1545387045916,0.03339184306147191,,,,,,,,,,2.1540701,1.6570565,0.22464354,4.2048965,1.5572238,8.425815,4.5224757
2022-02-17,40538.01171875,26246662813,0.0001,-0.08108233071910446,-0.02347441645538386,,0.5081948376061937,44.99189778572492,-2.320103567093465,305.0869572286174,712.9988752599546,-407.9119180313372,0.031146446664705056,-0.06127592350570967,,0.09623212666916167,45.09043400405455,-5.94363196596409,212.28690477611235,-68.96393309281112,281.25083786892344,0.03615968482136289,,,,,,,,,,6.066256,-1.0020224,6.9670477,10.197578,7.146954,1.0734367,4.531205
2022-02-18,40030.9765625,23310007704,-1.4323333333333334e-05,-0.012586526423760572,-0.03462111939540955,,1.3479148300376538,43.161408341435305,-3.4028665263195994,-99.27686596780404,550.5437270144029,-649.8205929822069,0.031288639942981845,-0.07566360555167956,,0.14349316401366433,44.117627186632916,-7.287196516840861,94.24184703937499,-36.3227770663739,130.5646241057489,0.03620040213672597,,,,,,,,,,4.5658317,-0.94653904,1.5049468,9.571886,0.80139154,3.5742137,7.2495255
2022-02-19,40122.15625,13736557863,6.223666666666667e-05,0.002275138191892225,-0.05551285772109595,,0.4769829381375111,43.608369415184974,-5.400013981012164,-329.7687670179439,374.4812282079335,-704.2499952258775,0.030374563837292787,-0.07191625499538588,,0.14851356771003518,44.3401166687921,-6.939117361152826,-0.36870613229984883,-29.131962879559094,28.763256747259245,0.036208468507743674,,,,,,,,,,-0.1459671,9.839838,6.8725333,4.0923877,8.661668,1.1716855,9.252848
2022-02-20,38431.37890625,18340576452,6.956666666666665e-06,-0.043054421746525254,-0.13167886217715846,,0.28868806056028185,37.6592996860009,-12.337753348825768,-698.9659283183282,159.79179690268117,-858.7577252210094,0.029905314341519582,-0.09474310504286233,,0.14385753616826832,41.20577704735663,-9.03934222011344,-170.90732031899097,-57.487034367445474,-113.4202859515455,0.03676188428009051,,,,,,,,,,1.6967009,3.2031748,-0.97133464,0.96828604,5.5121613,8.014558,1.1680299
2022-02-21,37075.28125,29280402798,-4.903333333333335e-06,-0.03592381094835431,-0.17392748209085146,,0.12246762708259697,33.668420293907516,-15.964216355793646,-1090.2040217086324,-90.20736681958152,-999.9966548890509,0.030261723237219686,-0.13362302524782874,,0.14781884063787415,38.931616204904515,-12.50801748720198,-385.9360176551709,-123.17683102499058,-262.7591866301803,0.03718016383918472,,,,,,,,,,7.562003,1.3783481,10.645694,5.203056,9.848264,7.3948946,3.8566163
2022-02-22,38286.02734375,25493150450,-1.9883333333333333e-05,0.03213453434150656,-0.14677506143134206,,0.038845374730714435,39.83525955306256,-13.65118126302339,-1112.2756972605057,-294.6210329077664,-817.6546643527392,0.03248961911615341,-0.08647858046345147,,0.13528683190830285,41.88214420496131,-8.284480638649637,-498.3583048541914,-198.21312579083076,-300.1451790633606,0.03763080431613749,,,,,,,,,,5.569402,-1.7450356,5.205183,10.306927,5.2812176,0.21032763,6.4106894
2022-02-23,37296.5703125,21849073843,-6.186000000000001e-05,-0.026183634615420347,-0.15535530226537347,,0.17426571373778277,36.805804122643785,-14.388905471865076,-1221.740964419383,-480.0450192100898,-741.6959452092933,0.032714925003211624,-0.08684547198326802,,0.14152358726808947,40.24493787532331,-8.318124112808805,-642.8139770512789,-287.1332960429204,-355.68068100835853,0.03763773230667079,,,,,,,,,,2.9714966,0.49074912,0.37261516,7.8199515,0.41289505,5.098534,6.133607
2022-02-24,38332.609375,46383802093,-6.26e-05,0.027399579951549815,-0.10103459625865172,,0.10035895367791137,41.8243665897982,-9.609823927419248,-1090.8879572444348,-602.2136068169589,-488.67435042747593,0.034083861067154435,0.05015879088372187,,0.11951448134596789,42.66292620536829,5.1438041896811475,-703.8870102050205,-370.48403887534045,-333.40297132968004,0.032860192498329895,,,,42.09830099684374,,-1132.1461798248274,,,,11.22348,10.257569,0.74898654,6.1833487,5.3148084,3.796977,2.3230493
2022-02-25,39214.21875,26545599159,5.739333333333333e-05,0.022738450595305906,-0.07443402383047941,,0.17158866069139414,45.79281869581137,-7.173128434713716,-840.3036357191813,-649.8316125974034,-190.47202312177797,0.03512083865223698,0.11282743031867455,,0.15452127891076747,44.6273703880217,11.943873509324083,-703.0239859420908,-436.9920282886905,-266.0319576534003,0.03221864038164981,-0.19561548792232758,,0.1321112050542841,43.68562477186397,-17.76716309147314,-1133.2659148787134,,,0.03222110686623822,6.3470283,-0.6248127,7.6636057,9.884446,7.959325,1.8837123,3.9544609
2022-02-26,39105.1484375,17467554129,8.982e-05,-0.0027852723260769346,-0.07610721594701318,,0.21757525982245546,45.37794366440855,-7.328315759110522,-668.1680289906944,-653.4988958760616,-14.669133114632814,0.03510558477281773,0.07507558421141608,,0.1481419110178635,44.433322779488414,7.796562498721311,-703.7233793871856,-490.3382985083896,-213.38508087879597,0.03174189482785505,-0.1912117058483829,,0.14722372200442402,43.53523634803198,-17.404229043719436,-1135.2729186134966,,,0.03221738468747761,1.3897864,3.8932543,-0.69255835,-0.040461022,7.2200575,6.9525084,0.792911
2022-02-27,37709.78515625,23450127612,2.2496666666666664e-05,-0.036334517924426976,-0.12162750218607218,,0.2570855128793773,40.31576296091237,-11.452185424826487,-734.8443291726144,-669.7679825353723,-65.07634663724207,0.03574477090620374,0.028388099180290186,,0.15102441061889071,42.02476011140077,2.879488140256288,-775.1467726950577,-547.2999933457232,-227.8467793493345,0.03238226500822324,-0.20863158707704624,,0.14898302488924736,41.66623432663581,-18.830578079483217,-1184.0083046588989,,,0.032456702386262866,4.746455,-1.1576906,1.6964065,9.6941805,0.8912296,3.45105,7.3853645
2022-02-28,43193.234375,35690014104,-0.0001184633333333,0.13576425730332167,-0.031493849369991105,,0.42247980129265605,59.53394616443292,-3.100308362307659,37.67698070775077,-528.2789898867478,565.9559705944986,0.052236394077575035,0.1560098696566606,,0.14703866044922054,52.45876687762944,16.883773906011747,-534.152631644698,-544.6705210055183,10.517889360820277,0.039801647042531994,-0.060728395109863394,,0.1486205899227145,50.22003148428442,-5.8921193326274475,-1028.7884657169925,,,0.037489394931771426,9.660051,7.0457335,8.436746,0.025000606,0.18985163,2.692435,4.592748
2022-03-01,44354.63671875,32479047645,8.123e-05,0.026533380332524757,0.00889482601243213,,1.493442646704598,62.31799986439533,0.893450252864788,675.0259958352035,-287.61799274235756,962.643988577561,0.052698792356634064,0.18530407443875102,,0.22683324493185356,54.25533170066705,20.358436373075964,-266.1062876944343,-488.95767434330145,222.85138664886716,0.03995450842181894,0.017871273677473987,,0.16871633617167967,51.74642404197766,1.803192044946661,-845.7002393220318,,,0.03700573626451805,8.930124,4.8537226,10.61039,0.23456307,2.7642329,6.2111983,6.3866587
2022-03-02,43924.1171875,29183112630,6.497666666666666e-05,-0.009753715935407227,0.08022344079612931,,0.3156623150575136,60.642531086322364,8.352914524379173,976.1848069250627,-34.85743280887348,1011.0422397339362,0.046866626035268553,0.1678165206125579,,0.2117889692391126,53.48342151757318,18.271958607348306,-63.002746910271526,-403.76668885669545,340.7639419464239,0.040036694243144925,0.01752785504565659,,0.15608488537972104,51.15421890512766,1.7682369344815798,-694.9798457851648,,,0.03700743824140989,7.562585,1.3719914,10.648972,5.3296237,9.910044,7.354093,3.8251185
2022-03-03,42451.7890625,24967782593,6.497666666666666e-05,-0.03409447865241336,0.05871548856747661,,0.2268700047288912,55.1491984930689,6.047348098591618,910.3908853708926,154.19223082707975,756.1986545438128,0.04795105930580503,0.1164745368697295,,0.21272821226544894,50.930267405115494,12.35289015401866,28.158402727305656,-317.38167053989525,345.5400732672009,0.040523532393343054,0.021281365043618408,,0.14494556861256333,49.193218237756696,2.1509428251602647,-610.8338145932648,,,0.03693914937913935,5.44086,-1.8784438,4.2846994,10.695365,4.2336993,0.6151335,7.1516933
2022-03-04,39137.60546875,28516271427,0.0001,-0.0812852755652355,-0.024844925189651104,,0.290402448670245,45.170996200554505,-2.453883024419955,359.495281827687,195.2528410272012,164.24244080048578,0.05355019410967409,0.025867909565284317,,0.23724733972647552,45.85371044189042,2.620538760473582,-74.4793572564522,-268.80120788320664,194.32185062675444,0.043026034151013796,-0.06423095885421373,,0.15615921446576925,45.21894607885776,-6.221161601360703,-652.2942216074225,-862.6191232079035,210.32490160048098,0.03853946804219273,7.1689205,0.9940552,10.259455,6.494977,10.230346,6.622781,3.4240713
2022-03-05,39400.5859375,16975917450,7.218666666666667e-05,0.0066969062286334315,0.024906402785507487,,0.4085150411907847,46.0107070748537,2.5219158376135713,45.10762083377631,165.22379698851623,-120.11617615473992,0.052123578729626106,0.03836526225107273,,0.2815395833390389,46.29138286858893,3.9110711487264838,-145.83409361342638,-244.2077850292506,98.37369141582423,0.04302166491776726,-0.0617819878316933,,0.17443129718530828,45.574309058005106,-5.991218496519367,-678.3620330305494,-825.7677051724328,147.40567214188343,0.03854725497807924,0.93528974,4.123008,-0.21590632,-0.39921007,8.538157,5.9500375,1.0952
2022-03-06,38419.984375,19745229902,1.704e-05,-0.025202937052357023,0.0356272766815048,,0.46635365803972034,43.33005846151344,3.62695326822369,-289.30168547203357,74.31870049640627,-363.62038596843985,0.05155672950368759,-0.0016420828676770231,,0.28300764325235894,44.897156211129506,-0.16407353872638983,-257.6315817833165,-246.89254438006378,-10.739037403252723,0.04318309494484951,-0.08482711311784923,,0.17554973021233322,44.47851216278592,-8.13289031455759,-734.9943331618924,-807.6130307703248,72.6186976084324,0.038683714900654524,2.1465943,1.6722302,0.21332346,4.159561,1.5917516,8.464425,4.487225
2022-03-07,38062.0390625,28546143503,-3.947333333333333e-05,-0.0093603152707349,-0.005867572930736698,,0.44667103882682996,42.35425087259249,-0.5850392343894226,-533.3688896706153,-47.21881753699805,-486.15007213361724,0.05086512707716573,-0.017739716641046097,,0.2751824942612963,44.39429347760686,-1.7583294196835377,-369.0104517064392,-271.3161258453389,-97.69432586110031,0.04319468867308629,-0.11582083902602341,,0.17689842263306313,44.084428693634386,-10.93652240018376,-796.6121326209104,-805.4128511404421,8.800718519531642,0.038565420745420964,7.177825,1.0028238,10.268905,6.48251,10.230724,6.6347966,3.432722
2022-03-08,38737.26953125,25776583476,7.792666666666667e-05,0.01758473821596099,0.037900799900644586,,0.47927404306706567,44.890538713915554,3.8628195747723955,-564.5661359025762,-150.6882812101137,-413.8778546924625,0.05046692376014579,0.04715576153403779,,0.2921081444097999,45.57896445302033,4.8285278886896394,-423.5726192859365,-301.76742453345844,-121.80519475247809,0.04249261898538796,-0.12623000806197412,,0.18518686111638974,45.020360349261765,-11.858790842034065,-825.637665567323,-809.4578140258184,-16.179851541504604,0.038440310819982566,5.84639,-1.361669,6.194328,10.232045,6.327823,0.49018905,5.322894
2022-03-09,41982.92578125,32284121034,8.925333333333334e-05,0.08046083301385845,0.0909620529629532,,0.47810694499286516,55.163113206987035,9.522744383351805,-96.95779641591798,-139.94218425127457,42.984387835356586,0.054589500121566846,0.12217537871590461,,0.3132014814916454,50.772916753742216,12.995225397930815,-291.4491613571008,-299.7037718981869,8.254610541086095,0.044604750595380854,-0.014393347096045778,,0.18056874207567605,49.18451513180496,-1.4290258067131463,-733.6048515332004,-794.2872215272948,60.682369994094415,0.039807162605476336,8.933025,3.986883,10.82052,1.1704699,4.1438155,7.10115,6.5294304
2022-03-10,39437.4609375,31078064711,3.120333333333333e-05,-0.06254685680053026,0.005676745567116917,,0.5802113208891808,47.621220592550216,0.5692888819823805,-170.34735006526898,-146.02321741407346,-24.324132651195526,0.057582711825868584,-0.05099836154207279,,0.2659686566133858,47.13770939350144,-4.971977247467674,-316.2409427152743,-303.0112060616044,-13.229736653669875,0.04181220485711566,-0.08879986859239865,,0.20164841932091865,46.37859031356784,-8.497131877098548,-740.2359363163341,-783.4769644851028,43.24102816876871,0.04064316343803609,8.46079,2.740127,10.920568,2.5123043,6.5089,7.9552693,5.7715
