datetime,close,Volume,log_returns,log_returns_13,Hurst_13,MR_Strength_13,RSI_13,Momentum_13,MACD_13,MACD_Signal_13,MACD_Diff_13,Volatility_logreturns_13,log_returns_34,Hurst_34,MR_Strength_34,RSI_34,Momentum_34,MACD_34,MACD_Signal_34,MACD_Diff_34,Volatility_logreturns_34,log_returns_55,Hurst_55,MR_Strength_55,RSI_55,Momentum_55,MACD_55,MACD_Signal_55,MACD_Diff_55,Volatility_logreturns_55,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2022-01-03,18.2598876953125,26900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7051.0675016395035,-97.83068818856891,-18.756261945607925,2.173266537705336,-0.6162124657804506,0.5447976792158169,1.0842050378793608
2022-01-04,18.268796920776367,21600,0.00048779340040070097,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.0675061373586,-98.0401105432001,-18.697287437590965,2.18415223933374,-0.6292225756081713,0.5380556307198443,1.0928354028520255
2022-01-05,18.268796920776367,20500,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.067507080028,-98.08359998136449,-18.685006126428647,2.186411521337462,-0.6325617574388751,0.5350351069320549,1.0952413901459828
2022-01-06,18.28661155700684,58300,0.0009746649474090519,,,,,,,,,,,,,,,,,,,,,,,,,,,,38451.06747459828,-96.58890966735271,-19.107435533006413,2.1087753356213597,-0.5116613490215567,0.6544491528869347,1.0066333595204515
2022-01-07,18.28661155700684,42100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22251.067488481236,-97.22939042448128,-18.926565077793295,2.142048160854845,-0.5608377962216107,0.6099655263332249,1.0420688964880274
2022-01-10,18.27770233154297,12200,-0.0004873180810852564,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7648.932485851183,-98.41162994159295,-18.592537034617905,2.2034588875222436,-0.65468001089598,0.5200519475503338,1.110434916361534
2022-01-11,18.27770233154297,62400,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42551.0674711288,-96.42693033573998,-19.15301224530559,2.1003543035419283,-0.5022939786764979,0.6578960878117552,1.0006277218539719
2022-01-12,18.28661155700684,59700,0.0004873180810851578,,,,,,,,,,,,,,,,,,,,,,,,,,,,39851.06747339852,-96.53355948393984,-19.123066334836636,2.105899928097104,-0.5074115873047207,0.6582933753896345,1.0035708537199195
2022-01-13,18.29106330871582,33800,0.0002434135984479021,,,,,,,,,,,,,,,,,,,,,,,,,,,,13951.067495572079,-97.55747918433369,-18.833996384435647,2.15909540992488,-0.5844948520715105,0.5910776671003521,1.0587438250356156
2022-01-14,18.28661155700684,23500,-0.0002434135984478974,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.0675044209274,-97.96475721131569,-18.718898966264902,2.180250260107207,-0.6172995591953798,0.5588917964912792,1.0827544114151078
2022-01-18,18.28661155700684,4400,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15448.932479210895,-98.71989191780166,-18.505650413609498,2.219479278679724,-0.6752790642739956,0.5064451527617866,1.1245337744198505
2022-01-19,18.27770233154297,54200,-0.0004873180810852564,,,,,,,,,,,,,,,,,,,,,,,,,,,,34351.067478155965,-96.75112429916705,-19.061460533178103,2.117196103738559,-0.5271857600153389,0.6353796846856223,1.0185642300714397
2022-01-20,18.2598876953125,48600,-0.000975140266724401,,,,38.376459763987356,,0.00024212739907980563,,,,,,,,,,,,,,,,,,,,,,28751.067085238017,-79.62796430388383,10.342994512464067,-15.476524695294586,-0.029372728531246395,0.5806635710471486,0.2298016707001045
2022-01-21,18.2598876953125,22200,0.0,0.0,,0.6753531711189809,38.37645976398736,0.0,-0.0021137173017535815,,,0.0004974727628428657,,,,,,,,,,,,,,,,,,,2351.067106664108,-80.67106392234194,10.637015375022617,-15.405396380542264,0.5219313976148054,0.2719589107666671,0.32001767486630417
2022-01-24,18.22425842285156,23100,-0.001953137873745801,-0.002440931274146488,,0.38199175081832853,22.00303236682221,-0.2437954623829465,-0.008559693090489873,,,0.0007122871650630237,,,,,,,,,,,,,,,,,,,3251.0672761788082,-88.03770315282696,-1.8921077195318432,-7.90178145008857,0.010657814944262434,0.34315164517632724,0.6172608898423171
2022-01-25,18.215351104736328,11200,-0.0004888811053748433,-0.002929812379521393,,0.0,19.7238997737918,-0.2925524667651064,-0.013429307667788493,,,0.0007144500992942405,,,,,,,,,,,,,,,,,,,-8648.932689303474,-89.5390038206627,-3.501501037202676,-6.841050940270702,-0.4176700246653011,0.43511354456825835,0.6672121735037777
2022-01-26,18.215351104736328,51900,0.0,-0.00390447732693038,,0.0,19.7238997737918,-0.3896864766245153,-0.01586256934092134,,,0.0006233578417813245,,,,,,,,,,,,,,,,,,,32051.067275763762,-87.93039777447217,-3.956523187857046,-6.924050604534183,-0.2961671291256991,0.5417862831257612,0.5611305247768898
2022-01-27,18.2331657409668,27800,0.0009775233227983027,-0.0029269540041321064,,0.0,35.42429016152782,-0.2922674650436283,-0.014159921542937326,,,0.000714850519116253,,,,,,,,,,,,,,,,,,,7951.067133634642,-81.7864537335661,8.316831319497993,-14.077709346162788,-0.1479828676596444,0.4866227610167524,0.2948905844153398
2022-01-28,18.22425842285156,43200,-0.0004886422174233051,-0.0029282781404702256,,0.08460202987037788,32.030959060000185,-0.29239949158805545,-0.013812002150718428,,,0.0007148910806540315,,,,,,,,,,,,,,,,,,,23351.067155506007,-82.71130385369321,5.550556480591975,-12.550528120747106,-0.07127867748291283,0.4936018540044298,0.33956709275665453
2022-01-31,18.19753646850586,17300,-0.0014673609150840595,-0.0043956390555542554,,0.072074477022598,24.426481858306957,-0.43859923738205403,-0.01685265713749473,,,0.0007884214145543498,,,,,,,,,,,,,,,,,,,-2548.9327433981707,-87.17335754838665,0.025250645256356563,-9.008196128524766,-0.27715627200262816,0.40048415207945887,0.5387388789435725
2022-02-01,18.2331657409668,10200,0.001956003132507432,-0.0029269540041321064,,0.02844941332169558,43.724728799231656,-0.2922674650436283,-0.012936523017121004,-0.01117801470413658,-0.0017585083129844237,0.0009947799119238987,,,,,,,,,,,,,,,,,,,-9648.93293737431,-78.73075627393695,14.859576919604038,-17.848679315706946,-0.06213821107541495,0.4231836910249527,0.16014299610231664
2022-02-02,18.250980377197266,79800,0.0009765687040374114,-0.0021937988985425917,,0.27714451732377415,50.56280797571233,-0.21913942804765696,-0.007465920501637413,-0.010435595863636748,0.0029696753619993348,0.0010431632147553116,,,,,,,,,,,,,,,,,,,59951.06693160918,-72.88763905092702,19.31049720341413,-21.122824045000602,0.4821925867708341,0.5425508937071566,-0.11697087414751195
2022-02-03,18.250980377197266,8900,0.0,-0.0019503853000947305,,0.3747509416902266,50.56280797571233,-0.19484845346278024,-0.0038118405737250782,-0.009110844805654413,0.005299004231929335,0.001043895746151893,,,,,,,,,,,,,,,,,,,-10948.93300779105,-75.6905103162513,20.102133403574875,-20.974910301284755,0.3587467228115564,0.31501362258304866,0.04711043553635719
2022-02-04,18.250980377197266,10700,0.0,-0.0019503853000947305,,0.5124629114390921,50.56280797571233,-0.19484845346278024,-0.0014190634515856004,-0.0075724885348406505,0.00615342508325505,0.001043895746151893,,,,,,,,,,,,,,,,,,,-9148.933009577853,-75.61921285153139,20.08188840452039,-20.975160708187083,0.49297347358224286,0.27180315131522725,0.049829099235360275
