datetime,close,Volume,log_returns,log_returns_13,Hurst_13,MR_Strength_13,RSI_13,Momentum_13,MACD_13,MACD_Signal_13,MACD_Diff_13,Volatility_logreturns_13,log_returns_34,Hurst_34,MR_Strength_34,RSI_34,Momentum_34,MACD_34,MACD_Signal_34,MACD_Diff_34,Volatility_logreturns_34,log_returns_55,Hurst_55,MR_Strength_55,RSI_55,Momentum_55,MACD_55,MACD_Signal_55,MACD_Diff_55,Volatility_logreturns_55,umap_1,umap_2,umap_3,umap_4,umap_5,umap_6,umap_7
2022-01-03,499.4210510253906,1905900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3503542,0.7355709,-1.4836664,8.159569,5.942808,8.650765,4.553268
2022-01-04,501.8354187011719,1723100,0.004822685152675183,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4594889,0.5958618,-1.3376802,8.225224,5.9228673,7.870836,4.5525384
2022-01-05,490.4174499511719,1900800,-0.023015247657132542,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2944524,0.7852417,-1.4293959,8.094643,6.005803,8.625795,4.493008
2022-01-06,492.95697021484375,1987500,0.005164921635204004,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2025945,0.9034085,-1.3541882,8.0704365,6.029005,8.914992,4.452781
2022-01-07,489.1573181152344,1692900,-0.0077377370488398425,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4362803,0.5936716,-1.3019748,8.239821,5.9186935,7.77267,4.591765
2022-01-10,487.2430419921875,2391200,-0.003921093547113933,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9696275,1.3045262,-1.1257256,8.152012,6.3933544,9.555371,4.041797
2022-01-11,491.8891906738281,1570000,0.00949041079230114,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3996012,0.34462523,-1.0294095,8.0716715,5.6104183,6.8671093,4.8999915
2022-01-12,490.3405456542969,824400,-0.003153328076919098,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33644,11.157698,2.9907663,8.26228,3.0306454,3.7891695,2.5846512
2022-01-13,488.97454833984375,1408800,-0.002789701105862109,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9249378,2.0458205,1.4530061,6.0430355,4.638234,2.376147,5.201677
2022-01-14,487.416259765625,1089200,-0.003191938892359458,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43358794,4.9419975,9.828949,2.1047964,4.140716,4.138217,5.597018
2022-01-18,476.9986267089844,1367000,-0.021604888975778218,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7822083,2.2506955,1.8012551,5.9322987,4.1740184,1.8952397,5.1100435
2022-01-19,470.6210632324219,1362300,-0.013460378325810827,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7343853,2.273258,1.8833095,5.946051,4.083178,1.8050963,5.076715
2022-01-20,462.3004455566406,1711700,-0.01783823876538622,,,,12.881926705050404,,-7.68074085762953,,,,,,,,,,,,,,,,,,,,,,-2.4729946,0.57089216,-1.3290035,8.222365,5.902679,7.8152204,4.550375
2022-01-21,454.3164367675781,3188600,-0.017421042239231785,-0.09465557705425381,,0.0,10.576225962470104,-9.031380268253725,-9.707408234587092,,,0.01061959128752014,,,,,,,,,,,,,,,,,,,-1.9334793,1.3344263,-1.0899258,8.189346,6.4277334,9.568562,4.007973
2022-01-24,462.9930419921875,5003700,0.018918073341719948,-0.08056018886520906,,0.0,26.140220222168736,-7.740062829665249,-9.31248921963379,,,0.012509740847893424,,,,,,,,,,,,,,,,,,,-1.9298798,1.3379763,-1.0867804,8.191515,6.4289618,9.56119,4.009793
2022-01-25,454.7974548339844,2294700,-0.01785986024930649,-0.07540480145738296,,0.03519271606049449,22.188483293673187,-7.263198958506469,-9.861398632277712,,,0.012003635357500512,,,,,,,,,,,,,,,,,,,-1.9371682,1.31394,-1.1027805,8.172258,6.397055,9.505964,4.051383
2022-01-26,449.9974365234375,2514600,-0.010610279495820885,-0.09118000258840793,,0.008397111053363273,20.246466628534904,-8.714661986153343,-10.480676454493903,,,0.011593108323100197,,,,,,,,,,,,,,,,,,,-1.9093043,1.3709209,-1.0566041,8.226002,6.4712677,9.603238,3.964947
2022-01-27,443.0715942382813,2740500,-0.015510516870247728,-0.09895278240981575,,0.0,17.80989834865892,-9.421452397875875,-11.421449469873323,,,0.011831539511170072,,,,,,,,,,,,,,,,,,,-1.902404,1.3507588,-1.0436038,8.242321,6.488503,9.618237,3.9466858
2022-01-28,451.8924255371094,2021200,0.019712785643922037,-0.07531890321877983,,0.0,29.51384167096134,-7.255232688503932,-10.271132580686356,,,0.014053075507568432,,,,,,,,,,,,,,,,,,,-2.1734881,0.93826973,-1.3323568,8.044149,6.0682793,8.975561,4.418071
2022-01-31,461.76177978515625,2029800,0.021604975021930876,-0.06320433898915012,,0.12409275238968573,39.88926974925427,-6.124836946996335,-7.737719283271872,,,0.015480263203088802,,,,,,,,,,,,,,,,,,,-2.1679678,0.9455008,-1.3299613,8.03848,6.0729365,8.994131,4.414175
2022-02-01,466.465576171875,1532100,0.010135095935334829,-0.04991591497689613,,0.23298975302414754,44.13510422126617,-4.869058798832101,-5.198853728251322,-8.450936193696451,3.2520824654451292,0.01603139958003545,,,,,,,,,,,,,,,,,,,-2.5103278,0.36649206,-0.7325502,7.743147,5.623771,6.289476,4.8939996
2022-02-02,466.4848327636719,1278400,4.1281061919567374e-05,-0.04708493280911433,,0.33043697631125657,44.152598942976525,-4.599363229135032,-3.429497192543238,-7.446648393465809,4.017151200922571,0.01606604133141425,,,,,,,,,,,,,,,,,,,-1.8285199,3.159145,3.6612136,4.538909,3.4359336,1.7634846,5.7870517
2022-02-03,458.9144592285156,1165600,-0.01636167757024253,-0.06025467148699737,,0.5001442986685027,38.95681082003458,-5.847527645223514,-3.28772013723227,-6.614862742219101,3.3271426049868307,0.016447358221095915,,,,,,,,,,,,,,,,,,,-0.7431607,3.837454,7.0506964,3.0817144,3.2034087,2.2021756,5.8948026
2022-02-04,459.7994079589844,778700,0.0019264953665641981,-0.03672328714465505,,0.6081024857438019,39.853147103195,-3.6057166178160087,-2.9403039525981853,-5.879950984294918,2.9396470316967322,0.01570209035520985,,,,,,,,,,,,,,,,,,,9.51361,10.339257,2.6244755,6.0734477,1.244656,5.6310863,3.4445486
2022-02-07,459.789794921875,1792900,-2.090724223293972e-05,-0.02328381606107716,,0.7510398511723988,39.84626175417341,-2.301483965922223,-2.6089610508746546,-5.225752997610866,2.6167919467362113,0.015382679713799023,,,,,,,,,,,,,,,,,,,-2.4077377,0.67461896,-1.4135951,8.200914,5.9680867,8.213408,4.5223494
2022-02-08,468.5914001464844,1038900,0.018961756197907208,0.01351617890221627,,0.6873506716830412,48.64654028612528,1.3607935381219503,-1.042237668717064,-4.389049931832106,3.3468122631150417,0.015568443994525408,,,,,,,,,,,,,,,,,,,0.8137827,5.4187427,10.96939,1.9224682,4.7112904,6.489311,4.9506855
2022-02-09,476.9505004882813,1192300,0.01768153926392954,0.048618760405377486,,0.5200426532660283,55.364991628296664,4.982004147096807,1.1536782332163966,-3.280504298822405,4.434182532038802,0.015137934756372255,,,,,,,,,,,,,,,,,,,-0.919094,3.75058,6.361879,3.2455902,3.1328175,1.9914001,5.881683
2022-02-10,470.16900634765625,1655600,-0.014320494900761347,0.01538019216289632,,0.19813363121858812,49.65553129267862,1.5499076021945566,1.4822427558121944,-2.327954887895485,3.8101976437076797,0.015167677392188075,,,,,,,,,,,,,,,,,,,-2.459791,0.49885392,-1.2523736,8.2052555,5.8217897,7.5208707,4.6571336
2022-02-11,464.07037353515625,1281400,-0.013056010213986937,0.020184042198215818,,0.27012644288683285,45.122182631166375,2.038911740294762,0.7516717451744626,-1.7120295612814957,2.4637013064559583,0.014716895341956523,,,,,,,,,,,,,,,,,,,-1.8340322,3.1156619,3.571942,4.6094565,3.4698963,1.7839278,5.7425747
2022-02-14,462.5601806640625,1832400,-0.0032595389853025446,0.027534782708734287,,0.39837564781791,44.043495968288696,2.7917368235875912,0.05796105319200251,-1.3580314383867962,1.4159924915787987,0.014347207794107471,,,,,,,,,,,,,,,,,,,-2.375046,0.7025371,-1.4387603,8.174106,5.9635434,8.37819,4.5295954
2022-02-15,472.5929565429688,1557300,0.02145779216629713,0.06450309174527899,,0.6961761119285567,52.25760095838387,6.66288759843428,1.0641281610794522,-0.8735995184935464,1.9377276795729985,0.014225093981493596,,,,,,,,,,,,,,,,,,,-2.4291642,0.33197471,-0.9274351,7.9683447,5.6035156,6.682363,4.9154224
2022-02-16,473.9974365234375,1298300,0.002967452493462626,0.047757758594819656,,1.024185739009629,53.297301335095185,4.891653353130359,1.8373550340947418,-0.3314086079758888,2.1687636420706307,0.013518675136756374,,,,,,,,,,,,,,,,,,,-1.8436298,2.9527993,3.287736,4.8353643,3.6119976,1.8165857,5.5980277
2022-02-17,463.6567687988281,1237500,-0.02205735742173799,0.004095426151150842,,0.7354082310622084,45.40965697908389,0.41038238689948653,0.7585269126662411,-0.1134215038474628,0.8719484165137039,0.014103673369667597,,,,,,,,,,,,,,,,,,,-1.25197,3.5917177,5.4329014,3.6076486,3.129234,1.8238767,5.906515
2022-02-18,461.8387145996094,1476500,-0.003928828547319335,-0.009968498331503366,,0.9990195435867362,44.16474630585615,-0.9918977537928331,-0.1926624110627131,-0.12926968529051286,-0.06339272577220023,0.013824269202873798,,,,41.95833795425202,,-5.0601761183571625,,,,,,,,,,,,,-2.022034,1.7571627,1.1220295,6.16551,5.0998354,2.9119065,5.3029666
2022-02-22,455.3649597167969,1559900,-0.014116520832078977,-0.024126300225501975,,0.9339062370399646,39.94080113178597,-2.3837587560983984,-1.6919815757449896,-0.4418120633814082,-1.2501695123635814,0.014304626714986808,-0.09235032289030357,,0.14347227370472554,39.69872969252312,-8.821432580412782,-5.389066888491698,,,0.013795069839447156,,,,,,,,,,-2.4238558,0.33317664,-0.9611456,8.002829,5.5973406,6.7480106,4.922361
2022-02-23,447.7080078125,1630000,-0.016957955054876968,-0.024722577710136483,,0.7124405027838303,35.58050116785954,-2.44194777276246,-3.634721884297221,-1.0803940275645707,-2.5543278567326504,0.014355879504988674,-0.11413096309785568,,0.16835715091824358,37.25388597404714,-10.785888933220782,-6.043724704084013,,,0.013939339348790476,,,,,,,,,,-2.4241397,0.45020974,-1.1928768,8.187417,5.7557664,7.3096347,4.733617
