datetime,SPX_close,SPX_Volume,SPX_log_returns_13,SPX_Hurst_13,SPX_MR_Strength_13,SPX_RSI_13,SPX_Momentum_13,SPX_MACD_13,SPX_MACD_Signal_13,SPX_MACD_Diff_13,SPX_Volatility_13,SPX_log_returns_34,SPX_Hurst_34,SPX_MR_Strength_34,SPX_RSI_34,SPX_Momentum_34,SPX_MACD_34,SPX_MACD_Signal_34,SPX_MACD_Diff_34,SPX_Volatility_34,SPX_log_returns_55,SPX_Hurst_55,SPX_MR_Strength_55,SPX_RSI_55,SPX_Momentum_55,SPX_MACD_55,SPX_MACD_Signal_55,SPX_MACD_Diff_55,SPX_Volatility_55,MDY_close,MDY_Volume,MDY_log_returns_13,MDY_Hurst_13,MDY_MR_Strength_13,MDY_RSI_13,MDY_Momentum_13,MDY_MACD_13,MDY_MACD_Signal_13,MDY_MACD_Diff_13,MDY_Volatility_13,MDY_log_returns_34,MDY_Hurst_34,MDY_MR_Strength_34,MDY_RSI_34,MDY_Momentum_34,MDY_MACD_34,MDY_MACD_Signal_34,MDY_MACD_Diff_34,MDY_Volatility_34,MDY_log_returns_55,MDY_Hurst_55,MDY_MR_Strength_55,MDY_RSI_55,MDY_Momentum_55,MDY_MACD_55,MDY_MACD_Signal_55,MDY_MACD_Diff_55,MDY_Volatility_55,QQQ_close,QQQ_Volume,QQQ_log_returns_13,QQQ_Hurst_13,QQQ_MR_Strength_13,QQQ_RSI_13,QQQ_Momentum_13,QQQ_MACD_13,QQQ_MACD_Signal_13,QQQ_MACD_Diff_13,QQQ_Volatility_13,QQQ_log_returns_34,QQQ_Hurst_34,QQQ_MR_Strength_34,QQQ_RSI_34,QQQ_Momentum_34,QQQ_MACD_34,QQQ_MACD_Signal_34,QQQ_MACD_Diff_34,QQQ_Volatility_34,QQQ_log_returns_55,QQQ_Hurst_55,QQQ_MR_Strength_55,QQQ_RSI_55,QQQ_Momentum_55,QQQ_MACD_55,QQQ_MACD_Signal_55,QQQ_MACD_Diff_55,QQQ_Volatility_55,VIX_close,VIX_Volume,VIX_log_returns_13,VIX_Hurst_13,VIX_MR_Strength_13,VIX_RSI_13,VIX_Momentum_13,VIX_MACD_13,VIX_MACD_Signal_13,VIX_MACD_Diff_13,VIX_Volatility_13,VIX_log_returns_34,VIX_Hurst_34,VIX_MR_Strength_34,VIX_RSI_34,VIX_Momentum_34,VIX_MACD_34,VIX_MACD_Signal_34,VIX_MACD_Diff_34,VIX_Volatility_34,VIX_log_returns_55,VIX_Hurst_55,VIX_MR_Strength_55,VIX_RSI_55,VIX_Momentum_55,VIX_MACD_55,VIX_MACD_Signal_55,VIX_MACD_Diff_55,VIX_Volatility_55,BTC-USD_close,BTC-USD_Volume,BTC-USD_funding_rate,BTC-USD_log_returns_13,BTC-USD_Hurst_13,BTC-USD_MR_Strength_13,BTC-USD_RSI_13,BTC-USD_Momentum_13,BTC-USD_MACD_13,BTC-USD_MACD_Signal_13,BTC-USD_MACD_Diff_13,BTC-USD_Volatility_13,BTC-USD_log_returns_34,BTC-USD_Hurst_34,BTC-USD_MR_Strength_34,BTC-USD_RSI_34,BTC-USD_Momentum_34,BTC-USD_MACD_34,BTC-USD_MACD_Signal_34,BTC-USD_MACD_Diff_34,BTC-USD_Volatility_34,BTC-USD_log_returns_55,BTC-USD_Hurst_55,BTC-USD_MR_Strength_55,BTC-USD_RSI_55,BTC-USD_Momentum_55,BTC-USD_MACD_55,BTC-USD_MACD_Signal_55,BTC-USD_MACD_Diff_55,BTC-USD_Volatility_55,ETH-USD_close,ETH-USD_Volume,ETH-USD_funding_rate,ETH-USD_log_returns_13,ETH-USD_Hurst_13,ETH-USD_MR_Strength_13,ETH-USD_RSI_13,ETH-USD_Momentum_13,ETH-USD_MACD_13,ETH-USD_MACD_Signal_13,ETH-USD_MACD_Diff_13,ETH-USD_Volatility_13,ETH-USD_log_returns_34,ETH-USD_Hurst_34,ETH-USD_MR_Strength_34,ETH-USD_RSI_34,ETH-USD_Momentum_34,ETH-USD_MACD_34,ETH-USD_MACD_Signal_34,ETH-USD_MACD_Diff_34,ETH-USD_Volatility_34,ETH-USD_log_returns_55,ETH-USD_Hurst_55,ETH-USD_MR_Strength_55,ETH-USD_RSI_55,ETH-USD_Momentum_55,ETH-USD_MACD_55,ETH-USD_MACD_Signal_55,ETH-USD_MACD_Diff_55,ETH-USD_Volatility_55,CBOE_close,CBOE_Volume,CBOE_log_returns_13,CBOE_Hurst_13,CBOE_MR_Strength_13,CBOE_RSI_13,CBOE_Momentum_13,CBOE_MACD_13,CBOE_MACD_Signal_13,CBOE_MACD_Diff_13,CBOE_Volatility_13,CBOE_log_returns_34,CBOE_Hurst_34,CBOE_MR_Strength_34,CBOE_RSI_34,CBOE_Momentum_34,CBOE_MACD_34,CBOE_MACD_Signal_34,CBOE_MACD_Diff_34,CBOE_Volatility_34,CBOE_log_returns_55,CBOE_Hurst_55,CBOE_MR_Strength_55,CBOE_RSI_55,CBOE_Momentum_55,CBOE_MACD_55,CBOE_MACD_Signal_55,CBOE_MACD_Diff_55,CBOE_Volatility_55,TNX_close,TNX_Volume,TNX_log_returns_13,TNX_Hurst_13,TNX_MR_Strength_13,TNX_RSI_13,TNX_Momentum_13,TNX_MACD_13,TNX_MACD_Signal_13,TNX_MACD_Diff_13,TNX_Volatility_13,TNX_log_returns_34,TNX_Hurst_34,TNX_MR_Strength_34,TNX_RSI_34,TNX_Momentum_34,TNX_MACD_34,TNX_MACD_Signal_34,TNX_MACD_Diff_34,TNX_Volatility_34,TNX_log_returns_55,TNX_Hurst_55,TNX_MR_Strength_55,TNX_RSI_55,TNX_Momentum_55,TNX_MACD_55,TNX_MACD_Signal_55,TNX_MACD_Diff_55,TNX_Volatility_55,pca_1
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47686.8125,24582667004,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3769.697021484375,9776191466,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47345.21875,27951569547,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829.56494140625,9881471548,4.284333333333333e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,18.2598876953125,26900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.4210510253906,1905900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.6659240722656,40575900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.600000381469727,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46458.1171875,33071628362,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3761.38037109375,12080777893,6.483666666666667e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.53874206542967,464600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.628000020980835,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,18.268796920776367,21600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.8354187011719,1723100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.5598754882813,58027200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.90999984741211,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,45897.57421875,42494677905,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794.056640625,14030925983,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.89207458496094,918500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6679999828338623,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,18.268796920776367,20500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.4174499511719,1900800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.6228942871094,75739800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.729999542236328,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43569.00390625,36851084859,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.386962890625,18061338502,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.68994140625,472500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7050000429153442,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,18.28661155700684,58300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.95697021484375,1987500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.3582153320313,70814300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61000061035156,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43160.9296875,30208048289,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418.408203125,24293791313,6.569333333333333e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.64971160888672,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7330000400543213,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,18.28661155700684,42100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.1573181152344,1692900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.2812805175781,72652300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76000022888184,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41557.90234375,84196607520,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3193.21044921875,24494179209,7.311666666666666e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.37969207763672,535900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7710000276565552,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41733.94140625,28066355845,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091.97265625,16037732700,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41911.6015625,21294384372,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,3157.75146484375,12334683863,2.7453333333333334e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,18.27770233154297,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.2430419921875,2391200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.5262451171875,91770500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.399999618530277,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41821.26171875,32104232331,8.174e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083.097900390625,19535744145,-6.451666666666667e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.92548370361328,675100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7799999713897705,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,18.27770233154297,62400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.8891906738281,1570000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.122314453125,68295700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.40999984741211,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42735.85546875,26327648900,9.131333333333336e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,3238.111572265625,15211447193,6.305333333333334e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.09566497802734,513300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.746000051498413,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
