datetime,close,Volume,log_returns,log_returns_13,Hurst_13,MR_Strength_13,RSI_13,Momentum_13,MACD_13,MACD_Signal_13,MACD_Diff_13,Volatility_logreturns_13,log_returns_34,Hurst_34,MR_Strength_34,RSI_34,Momentum_34,MACD_34,MACD_Signal_34,MACD_Diff_34,Volatility_logreturns_34,log_returns_55,Hurst_55,MR_Strength_55,RSI_55,Momentum_55,MACD_55,MACD_Signal_55,MACD_Diff_55,Volatility_logreturns_55,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2022-01-03,1.628000020980835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49795870578306,-45.38094329060916,-33.131136805232174,4.357014002759661,14.611699501426154,9.635522348246708,0.4231380928710369
2022-01-04,1.6679999828338623,0,0.0242730131772662,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49772101787225,-45.379574209228984,-33.13082053476174,4.3567040796208,14.61183704492695,9.63454442462098,0.4585198701138369
2022-01-05,1.7050000429153442,0,0.021939842260664207,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49750418392978,-45.378303429292465,-33.13053875089457,4.35642275708135,14.611967998314299,9.633637851847048,0.4912598650356892
2022-01-06,1.7330000400543213,0,0.016288897940406215,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49734056830839,-45.377341073625004,-33.13032719721469,4.356210704471456,14.612067681968437,9.632951485844977,0.5160378791266207
2022-01-07,1.7710000276565552,0,0.021690340570870277,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49711692182488,-45.37603732765556,-33.130034410782336,4.355920093824809,14.612201002378354,9.632021039321584,0.5496589713966527
2022-01-10,1.7799999713897705,0,0.0050689738137851045,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49706614005925,-45.37572538684718,-33.12997284317751,4.355855134374565,14.612235268560081,9.631799233720232,0.5576303125105484
2022-01-11,1.746000051498413,0,-0.019285861318339044,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.4972686292946,-45.376888447057,-33.13024328990625,4.35611937330585,14.612118916288726,9.632630168576359,0.5275576113691078
2022-01-12,1.725000023841858,0,-0.012100422607802053,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49739098113847,-45.37761073522011,-33.13040067510093,4.356277775986883,14.612043710471742,9.633145180564705,0.5089726752839221
2022-01-13,1.7109999656677246,0,-0.00814908946025344,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49747265175864,-45.378092113892365,-33.13050596331628,4.356383559406445,14.61199369921644,9.633488455468461,0.4965830810151681
2022-01-14,1.7719999551773071,0,0.03503085204347895,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.4971094244419,-45.376005351449926,-33.13002097298449,4.355909594079765,14.612202526829817,9.631997615904762,0.5505374074413565
2022-01-18,1.8650000095367432,0,0.05115223132139853,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49656172407495,-45.3728151142405,-33.129303155398105,4.355197734874944,14.61252837510801,9.629720701519046,0.6328193041883035
2022-01-19,1.8270000219345093,0,-0.020585768807692254,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.49679347453356,-45.3741071472362,-33.12962475879314,4.355502683257437,14.612405025137697,9.630645819098307,0.5992297040562655
2022-01-20,1.8329999446868896,0,0.0032786492796716095,,,,71.8633141148175,,0.04245141941915409,,,,,,,,,,,,,,,,,,,,,,-38.05586876205855,-54.45536271800944,17.48790926674446,-21.514840386186872,-4.161953031429192,-16.596741432848713,-0.1001526225312851
2022-01-21,1.746999979019165,0,-0.04805391953901056,0.07054773867444367,,0.33485480633607617,54.18514650607159,7.309579637882018,0.028542312058212005,,,0.026803872282715486,,,,,,,,,,,,,,,,,,,-43.80330659446008,-53.577205747014105,7.336380324412069,-16.596508638355207,2.556991193957419,-3.969511893418039,-0.08222566973737067
2022-01-24,1.7350000143051147,0,-0.006892597498437518,0.03938212799873996,,0.6335621290229575,52.242482865538996,4.016788498847715,0.01714725903896608,,,0.026367973697114445,,,,,,,,,,,,,,,,,,,-45.1357106479752,-52.72213484791685,4.931831283717514,-15.243214238357048,2.116096417061952,-6.049502308297351,-0.246180120883692
2022-01-25,1.7829999923706057,0,0.02728991295819308,0.044732198696268856,,0.6884595912144157,58.664401084030644,4.574776979001769,0.01632794756556044,,,0.026727024986434002,,,,,,,,,,,,,,,,,,,-42.49853260304354,-53.63527517061848,9.63119861935516,-17.665687918363197,0.598759478466869,-7.923725830205122,-0.286339410386523
2022-01-26,1.8480000495910645,0,0.03580666545244514,0.06424996620830792,,0.8049494224315735,65.47508145895156,6.635891914528661,0.02444560391678352,,,0.028025543814943932,,,,,,,,,,,,,,,,,,,-39.45044279509608,-54.87518487986455,15.077679309980681,-20.52570996877462,-0.5880280253793959,-8.670628444903258,-0.32810631461686246
2022-01-27,1.807000041007996,0,-0.02243596575042675,0.020123659887010974,,0.7062997852932668,58.84926196363632,2.032750580985437,0.022560673766204742,,,0.02849629653532189,,,,,,,,,,,,,,,,,,,-42.85993694402187,-53.18715665162886,8.961516589645946,-17.228729555364843,-0.1806231974959953,-10.141128202163785,-0.30147003268680406
2022-01-28,1.781999945640564,0,-0.013931735760173782,0.0011229503130521234,,0.7548375100402844,55.16184570600845,0.11235810578311062,0.01691434887596399,,,0.028786454653468876,,,,,,,,,,,,,,,,,,,-44.64788776701576,-52.36642717497688,5.759674241394194,-15.520399759359677,0.2300868284584059,-10.41916719329257,-0.32982505692398667
2022-01-31,1.781999945640564,0,0.0,0.02040881163139105,,0.7869349207509364,55.16184570600846,2.061849546410715,0.012767033682919982,,,0.028195792008903448,,,,,,,,,,,,,,,,,,,-44.31457617230956,-52.72731872380837,6.3732851982832415,-15.906442997258697,0.7906286731582846,-8.77166836338743,-0.32448966941925894
