datetime,close,Volume,log_returns,log_returns_13,Hurst_13,MR_Strength_13,RSI_13,Momentum_13,MACD_13,MACD_Signal_13,MACD_Diff_13,Volatility_logreturns_13,log_returns_34,Hurst_34,MR_Strength_34,RSI_34,Momentum_34,MACD_34,MACD_Signal_34,MACD_Diff_34,Volatility_logreturns_34,log_returns_55,Hurst_55,MR_Strength_55,RSI_55,Momentum_55,MACD_55,MACD_Signal_55,MACD_Diff_55,Volatility_logreturns_55,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2022-01-03,124.53874206542967,464600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-267928.5917035277,-47.33592590751255,-72.05868316038719,-8.943694097421673,18.5466736497267,-6.819826123194153,7.516998136793509
2022-01-04,121.89207458496094,918500,-0.021480830082656218,,,,,,,,,,,,,,,,,,,,,,,,,,,,185971.40799832472,-63.7075571041577,-69.06312162108522,-9.106763692783979,19.077069390261173,-6.936438339785053,6.986272340779986
2022-01-05,120.68994140625,472500,-0.009911229523690121,,,,,,,,,,,,,,,,,,,,,,,,,,,,-260028.5918230092,-51.13650565164039,-70.5903725982758,-8.819393501690776,18.81977207416224,-6.85214905368866,7.468578052403565
2022-01-06,121.64971160888672,400000,0.007920909424051608,,,,,,,,,,,,,,,,,,,,,,,,,,,,-332528.5917592466,-48.02503495801572,-71.26883581356942,-8.811305192608764,18.697784399192596,-6.829246507637357,7.558874926187267
2022-01-07,120.37969207763672,535900,-0.010494850367317836,,,,,,,,,,,,,,,,,,,,,,,,,,,,-196628.5918628677,-53.36832218471109,-70.1940905248206,-8.844158465229263,18.889731920782832,-6.867964081038304,7.395058199404794
2022-01-10,118.92548370361328,675100,-0.012153738586994112,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57428.59197361395,-58.9831295205538,-69.03613644212942,-8.872687345117411,19.096973507721774,-6.9088455939698195,7.225673080340106
2022-01-11,122.09566497802734,513300,0.026307767011178033,,,,,,,,,,,,,,,,,,,,,,,,,,,,-219228.5918004093,-51.088576688934594,-70.9332052967837,-8.88901301553688,18.753384173160782,-6.849541797840282,7.437787963961418
2022-01-12,120.77719116210938,366400,-0.010857423831182132,,,,,,,,,,,,,,,,,,,,,,,,,,,,-366128.59176928847,-47.800898469165716,-71.09268815557539,-8.763507364681868,18.73266719476785,-6.829123497696683,7.58716334554015
2022-01-13,116.6860122680664,510500,-0.034460781280344834,,,,,,,,,,,,,,,,,,,,,,,,,,,,-222028.59196164954,-56.00391264757452,-68.9310065711978,-8.706584544761142,19.126634656815774,-6.89204101713796,7.385181202908051
2022-01-14,114.55315399169922,735000,-0.018447729233378993,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471.407866126159,-64.86297299032134,-67.14259631407701,-8.759704210316972,19.446120315729104,-6.956283858351118,7.114177554573655
2022-01-18,115.65835571289062,704500,0.009601693794903877,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28028.592085967655,-62.905529845265434,-67.68923742762804,-8.779758200835905,19.346121424584492,-6.9410635310769955,7.1593809171047935
2022-01-19,116.61813354492188,510900,0.00826414500679581,,,,,,,,,,,,,,,,,,,,,,,,,,,,-221628.59196388227,-56.07893670534307,-68.90395065518211,-8.704548654257028,19.131631607411485,-6.892671220513173,7.384012729825876
2022-01-20,116.67630004882812,469700,0.0004986531758645841,,,,33.229161833956994,,-1.7511481160057087,,,,,,,,,,,,,,,,,,,,,,-262828.5918690066,-49.861136189549626,-52.50990820664666,-25.24105428962069,1.1873480897019277,-10.2032936942033,-3.363196431748749
2022-01-21,114.48528289794922,659800,-0.018957153162807626,-0.08417056765557777,,0.38430623307970063,28.092903628502143,-8.072555576479653,-1.8796230471964321,,,0.016312664306131028,,,,,,,,,,,,,,,,,,,-72728.59204038337,-58.718750264823555,-54.31779631990065,-20.911546661394755,5.493887771675084,-7.724269869150682,-3.9996896572528016
2022-01-24,114.49497985839844,789200,8.469691088913738e-05,-0.0626050406620325,,0.2531189119890897,28.146154832118498,-6.068560857421943,-1.8801765802206063,,,0.0157461673035631,,,,,,,,,,,,,,,,,,,56671.40789835097,-62.61271725302322,-53.50229241480451,-21.449866469649926,5.258366957245343,-8.253325675327519,-3.655480212616453
2022-01-25,112.08099365234376,559500,-0.021309210448828126,-0.07400302158717044,,0.23778315414051301,23.460626683906668,-7.133111221694914,-2.1486287490505305,,,0.01635893703528308,,,,,,,,,,,,,,,,,,,-173028.59207432554,-58.526793685695125,-56.0983447729119,-18.63190114480952,7.953946326910064,-7.460212924137703,-2.2229847067584316
2022-01-26,111.3441925048828,657100,-0.006595530531705677,-0.08851946154292761,,0.19777206569368674,22.236614444519077,-8.471470230144865,-2.330545393928574,,,0.015839448282600442,,,,,,,,,,,,,,,,,,,-75428.592146629,-62.425293248347984,-56.1596627294048,-17.738657363327132,8.950954620851682,-7.018863280406615,-2.3013050564905875
2022-01-27,111.24723815917967,422300,-0.00087114181840102,-0.0788957529940107,,0.15502152087207824,22.072451244037467,-7.586374213822738,-2.360649250630729,,,0.01587768214716867,,,,,,,,,,,,,,,,,,,-310228.59203654696,-55.31040523763923,-57.149945033440574,-17.71430787442557,8.733287780979367,-7.170295672612555,-1.769865646351949
2022-01-28,112.76930236816406,482000,0.013589064697638023,-0.053152949709378755,,0.13865415326576344,30.76524017189503,-5.176503087253936,-2.065289408526894,,,0.01664242497376694,,,,,,,,,,,,,,,,,,,-250528.59199950268,-54.371985750257636,-52.815915263813295,-22.7191974594071,3.5977555992067494,-8.682923186419917,-3.9624195360240737
2022-01-31,114.911865234375,717400,0.018821285370193532,-0.060639431350363183,,0.3475141184014807,40.83057396200521,-5.883746769342842,-1.494078915799463,,,0.015599825760411346,,,,,,,,,,,,,,,,,,,-15128.592026350438,-58.134695001084026,-47.57652347190687,-27.870914096815003,-1.7229771358668309,-9.614881985911495,-7.539075072375947
