datetime,close,Volume,log_returns,log_returns_13,Hurst_13,MR_Strength_13,RSI_13,Momentum_13,MACD_13,MACD_Signal_13,MACD_Diff_13,Volatility_logreturns_13,log_returns_34,Hurst_34,MR_Strength_34,RSI_34,Momentum_34,MACD_34,MACD_Signal_34,MACD_Diff_34,Volatility_logreturns_34,log_returns_55,Hurst_55,MR_Strength_55,RSI_55,Momentum_55,MACD_55,MACD_Signal_55,MACD_Diff_55,Volatility_logreturns_55,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2022-01-03,393.6659240722656,40575900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11972173.005280688,-2.405068700681454,-89.58896574804149,-32.91935386881553,-9.629718811102112,10.372727752261774,4.892213534257127
2022-01-04,388.5598754882813,58027200,-0.01305536358076783,,,,,,,,,,,,,,,,,,,,,,,,,,,,5479126.99469129,27.15119760540489,-78.37602663759424,-31.103729744374586,-9.042225244091043,11.299589118344857,5.159829205222719
2022-01-05,376.6228942871094,75739800,-0.031202871165286892,,,,,,,,,,,,,,,,,,,,,,,,,,,,23191726.994676054,50.4239286606782,-66.64865731086198,-29.670506098934418,-8.698591425637318,12.18181914621892,5.424734464427693
2022-01-06,376.3582153320313,70814300,-0.0007030162180642897,,,,,,,,,,,,,,,,,,,,,,,,,,,,18266226.99468729,40.38323937458898,-69.72590599881538,-30.28639253774236,-8.928201467170513,11.905432717210786,5.347516705445914
2022-01-07,372.2812805175781,72652300,-0.010891691235937116,,,,,,,,,,,,,,,,,,,,,,,,,,,,20104226.994691253,39.97187563794688,-68.36336520059564,-30.309779462024352,-8.99871344176643,11.972396361181872,5.372180174702858
2022-01-10,372.5262451171875,91770500,0.0006577930539396235,,,,,,,,,,,,,,,,,,,,,,,,,,,,39222426.99464916,78.16545819891888,-56.378950001756664,-27.966676505534153,-8.136691876702344,13.038357823697382,5.67117314360429
2022-01-11,378.122314453125,68295700,0.014910234459062935,,,,,,,,,,,,,,,,,,,,,,,,,,,,15747626.99468933,37.14049857957531,-71.39687380893723,-30.486138803147412,-8.974560702233042,11.780559587777926,5.309920738257677
2022-01-12,379.6217956542969,54576400,0.003957756024684126,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028326.9947162643,11.40085072178158,-80.08289001635913,-32.065972304592044,-9.53048812050561,11.030134308441149,5.097026665903424
2022-01-13,370.1251220703125,77994000,-0.025334366281798658,,,,,,,,,,,,,,,,,,,,,,,,,,,,25445926.994683832,48.42806185428543,-64.90074144883981,-29.790005190096768,-8.841081746793627,12.250965910471775,5.4535011362831725
2022-01-14,372.4282531738281,80121200,0.006203294108769098,,,,,,,,,,,,,,,,,,,,,,,,,,,,27573126.994674712,54.944004987543224,-63.68404734410383,-29.391291324701008,-8.660023988981422,12.38927464185225,5.489043668253073
