Feature,Importance
BTC-USD_RSI_13,30
SPX_Volume,24
MDY_RSI_13,23
MDY_Volume,21
SPX_MACD_Diff_34,20
QQQ_Volume,18
SPX_log_returns_13,17
SPX_MR_Strength_55,17
ETH-USD_MR_Strength_55,16
QQQ_log_returns_13,15
MDY_MR_Strength_13,15
QQQ_log_returns_34,13
ETH-USD_MR_Strength_34,13
ETH-USD_funding_rate,12
ETH-USD_MR_Strength_13,12
ETH-USD_RSI_13,12
ETH-USD_log_returns_13,12
ETH-USD_MACD_Diff_13,11
CBOE_MR_Strength_34,11
TNX_Volatility_13,11
BTC-USD_MR_Strength_55,11
pca_1,11
SPX_MR_Strength_34,10
TNX_MACD_Diff_13,10
QQQ_MR_Strength_13,10
TNX_MR_Strength_55,10
VIX_RSI_13,10
SPX_Volatility_13,10
VIX_log_returns_13,9
VIX_RSI_55,9
CBOE_Volume,9
BTC-USD_MACD_Diff_13,9
SPX_MACD_Diff_13,9
TNX_log_returns_13,9
SPX_log_returns_55,8
VIX_log_returns_55,8
MDY_MR_Strength_34,8
SPX_MACD_Diff_55,8
BTC-USD_MR_Strength_13,7
TNX_close,7
VIX_MACD_34,7
VIX_log_returns_34,7
BTC-USD_Volatility_13,7
CBOE_log_returns_13,7
BTC-USD_Volume,7
MDY_MACD_13,7
SPX_MACD_13,7
MDY_Volatility_34,7
MDY_MACD_Diff_13,7
VIX_MR_Strength_13,6
TNX_MR_Strength_13,6
VIX_RSI_34,6
MDY_log_returns_34,6
TNX_MACD_Signal_13,6
ETH-USD_RSI_55,5
QQQ_Volatility_13,5
QQQ_log_returns_55,5
QQQ_Volatility_34,5
CBOE_MACD_Diff_13,5
ETH-USD_MACD_Diff_55,5
SPX_log_returns_34,5
CBOE_MACD_Diff_34,5
SPX_RSI_13,5
ETH-USD_Volatility_34,5
TNX_MACD_Diff_34,5
SPX_Volatility_34,5
BTC-USD_log_returns_13,5
SPX_MR_Strength_13,5
ETH-USD_MACD_Diff_34,4
SPX_MACD_Signal_34,4
BTC-USD_log_returns_55,4
BTC-USD_log_returns_34,4
CBOE_log_returns_34,4
VIX_close,4
MDY_MR_Strength_55,4
CBOE_Volatility_13,4
CBOE_Volatility_34,4
TNX_MR_Strength_34,4
MDY_MACD_Diff_55,4
QQQ_RSI_13,4
BTC-USD_MR_Strength_34,4
QQQ_MACD_Diff_34,3
VIX_MACD_Signal_34,3
MDY_log_returns_13,3
TNX_Volatility_55,3
ETH-USD_Volume,3
BTC-USD_close,3
ETH-USD_RSI_34,3
CBOE_MACD_Diff_55,3
QQQ_MACD_Signal_34,3
VIX_MR_Strength_55,3
QQQ_Volatility_55,3
QQQ_MACD_Diff_13,3
SPX_MACD_Signal_13,3
TNX_MACD_13,3
VIX_Volatility_13,3
CBOE_RSI_13,3
SPX_RSI_34,3
VIX_MACD_Signal_13,3
QQQ_MR_Strength_34,3
CBOE_close,3
VIX_MR_Strength_34,3
VIX_Volatility_34,3
ETH-USD_MACD_Signal_34,2
TNX_MACD_34,2
TNX_Volatility_34,2
ETH-USD_Volatility_55,2
TNX_log_returns_55,2
SPX_MACD_55,2
CBOE_log_returns_55,2
TNX_RSI_55,2
SPX_MACD_Signal_55,2
BTC-USD_MACD_Diff_55,2
TNX_RSI_13,2
SPX_MACD_34,2
BTC-USD_MACD_Signal_55,2
MDY_MACD_55,2
VIX_Volatility_55,2
QQQ_MR_Strength_55,2
VIX_MACD_Diff_13,2
BTC-USD_funding_rate,2
QQQ_close,2
MDY_Volatility_13,2
SPX_close,1
VIX_MACD_Diff_55,1
ETH-USD_MACD_34,1
VIX_MACD_Signal_55,1
TNX_log_returns_34,1
QQQ_RSI_55,1
QQQ_MACD_13,1
ETH-USD_Volatility_13,1
MDY_MACD_Signal_34,1
CBOE_MACD_Signal_13,1
QQQ_RSI_34,1
CBOE_MACD_13,1
MDY_RSI_34,1
VIX_MACD_13,1
CBOE_MACD_55,1
ETH-USD_MACD_Signal_13,1
TNX_MACD_55,1
TNX_MACD_Signal_55,1
CBOE_MACD_Signal_34,1
BTC-USD_MACD_34,1
BTC-USD_MACD_Signal_34,1
TNX_MACD_Diff_55,1
BTC-USD_Volatility_34,1
BTC-USD_MACD_Signal_13,1
SPX_Volatility_55,1
BTC-USD_RSI_55,1
CBOE_MR_Strength_13,1
CBOE_MR_Strength_55,1
MDY_MACD_Signal_55,1
ETH-USD_close,1
MDY_Volatility_55,1
MDY_log_returns_55,1
SPX_RSI_55,1
MDY_MACD_Diff_34,1
CBOE_Momentum_55,0
CBOE_Volatility_55,0
CBOE_MACD_Signal_55,0
CBOE_RSI_55,0
TNX_Volume,0
QQQ_Momentum_13,0
QQQ_MACD_34,0
QQQ_Momentum_34,0
TNX_Momentum_13,0
QQQ_MACD_Signal_13,0
SPX_Momentum_13,0
QQQ_MACD_55,0
TNX_RSI_34,0
TNX_Momentum_34,0
TNX_MACD_Signal_34,0
TNX_Momentum_55,0
MDY_Momentum_55,0
QQQ_Momentum_55,0
MDY_close,0
QQQ_MACD_Signal_55,0
BTC-USD_Momentum_13,0
ETH-USD_log_returns_34,0
MDY_MACD_Signal_13,0
ETH-USD_MACD_13,0
ETH-USD_Momentum_13,0
SPX_Momentum_55,0
MDY_Momentum_13,0
BTC-USD_Volatility_55,0
VIX_MACD_55,0
BTC-USD_MACD_13,0
MDY_RSI_55,0
BTC-USD_MACD_55,0
BTC-USD_Momentum_55,0
BTC-USD_MACD_Diff_34,0
BTC-USD_Momentum_34,0
ETH-USD_Momentum_34,0
VIX_Momentum_55,0
CBOE_MACD_34,0
BTC-USD_RSI_34,0
CBOE_Momentum_34,0
CBOE_RSI_34,0
QQQ_MACD_Diff_55,0
VIX_Volume,0
MDY_MACD_34,0
MDY_Momentum_34,0
VIX_Momentum_13,0
ETH-USD_log_returns_55,0
SPX_Momentum_34,0
VIX_Momentum_34,0
ETH-USD_MACD_Signal_55,0
ETH-USD_MACD_55,0
ETH-USD_Momentum_55,0
VIX_MACD_Diff_34,0
CBOE_Momentum_13,0
