Feature,Importance
SPX_close,0
CBOE_close,0
ETH-USD_log_returns_13,0
ETH-USD_MR_Strength_13,0
ETH-USD_RSI_13,0
ETH-USD_Momentum_13,0
ETH-USD_MACD_13,0
ETH-USD_MACD_Signal_13,0
ETH-USD_MACD_Diff_13,0
ETH-USD_Volatility_13,0
ETH-USD_log_returns_34,0
ETH-USD_MR_Strength_34,0
ETH-USD_RSI_34,0
ETH-USD_Momentum_34,0
ETH-USD_MACD_34,0
ETH-USD_MACD_Signal_34,0
ETH-USD_MACD_Diff_34,0
ETH-USD_Volatility_34,0
ETH-USD_log_returns_55,0
ETH-USD_MR_Strength_55,0
ETH-USD_RSI_55,0
ETH-USD_Momentum_55,0
ETH-USD_MACD_55,0
ETH-USD_MACD_Signal_55,0
ETH-USD_MACD_Diff_55,0
ETH-USD_funding_rate,0
ETH-USD_Volume,0
ETH-USD_close,0
BTC-USD_Momentum_34,0
BTC-USD_MR_Strength_13,0
BTC-USD_RSI_13,0
BTC-USD_Momentum_13,0
BTC-USD_MACD_13,0
BTC-USD_MACD_Signal_13,0
BTC-USD_MACD_Diff_13,0
BTC-USD_Volatility_13,0
BTC-USD_log_returns_34,0
BTC-USD_MR_Strength_34,0
BTC-USD_RSI_34,0
BTC-USD_MACD_34,0
BTC-USD_Volatility_55,0
BTC-USD_MACD_Signal_34,0
BTC-USD_MACD_Diff_34,0
BTC-USD_Volatility_34,0
BTC-USD_log_returns_55,0
BTC-USD_MR_Strength_55,0
BTC-USD_RSI_55,0
BTC-USD_Momentum_55,0
BTC-USD_MACD_55,0
BTC-USD_MACD_Signal_55,0
BTC-USD_MACD_Diff_55,0
ETH-USD_Volatility_55,0
CBOE_Volume,0
BTC-USD_funding_rate,0
CBOE_log_returns_13,0
TNX_MR_Strength_13,0
TNX_RSI_13,0
TNX_Momentum_13,0
TNX_MACD_13,0
TNX_MACD_Signal_13,0
TNX_MACD_Diff_13,0
TNX_Volatility_13,0
TNX_log_returns_34,0
TNX_MR_Strength_34,0
TNX_RSI_34,0
TNX_Momentum_34,0
TNX_MACD_34,0
TNX_MACD_Signal_34,0
TNX_MACD_Diff_34,0
TNX_Volatility_34,0
TNX_log_returns_55,0
TNX_MR_Strength_55,0
TNX_RSI_55,0
TNX_Momentum_55,0
TNX_MACD_55,0
TNX_MACD_Signal_55,0
TNX_MACD_Diff_55,0
TNX_Volatility_55,0
TNX_log_returns_13,0
TNX_Volume,0
TNX_close,0
CBOE_Momentum_34,0
CBOE_MR_Strength_13,0
CBOE_RSI_13,0
CBOE_Momentum_13,0
CBOE_MACD_13,0
CBOE_MACD_Signal_13,0
CBOE_MACD_Diff_13,0
CBOE_Volatility_13,0
CBOE_log_returns_34,0
CBOE_MR_Strength_34,0
CBOE_RSI_34,0
CBOE_MACD_34,0
CBOE_Volatility_55,0
CBOE_MACD_Signal_34,0
CBOE_MACD_Diff_34,0
CBOE_Volatility_34,0
CBOE_log_returns_55,0
CBOE_MR_Strength_55,0
CBOE_RSI_55,0
CBOE_Momentum_55,0
CBOE_MACD_55,0
CBOE_MACD_Signal_55,0
CBOE_MACD_Diff_55,0
BTC-USD_log_returns_13,0
BTC-USD_Volume,0
SPX_Volume,0
QQQ_close,0
MDY_log_returns_13,0
MDY_MR_Strength_13,0
MDY_RSI_13,0
MDY_Momentum_13,0
MDY_MACD_13,0
MDY_MACD_Signal_13,0
MDY_MACD_Diff_13,0
MDY_Volatility_13,0
MDY_log_returns_34,0
MDY_MR_Strength_34,0
MDY_RSI_34,0
MDY_Momentum_34,0
MDY_MACD_34,0
MDY_MACD_Signal_34,0
MDY_MACD_Diff_34,0
MDY_Volatility_34,0
MDY_log_returns_55,0
MDY_MR_Strength_55,0
MDY_RSI_55,0
MDY_Momentum_55,0
MDY_MACD_55,0
MDY_MACD_Signal_55,0
MDY_MACD_Diff_55,0
MDY_Volume,0
MDY_close,0
SPX_Volatility_55,0
SPX_RSI_34,0
SPX_log_returns_13,0
SPX_MR_Strength_13,0
SPX_RSI_13,0
SPX_Momentum_13,0
SPX_MACD_13,0
SPX_MACD_Signal_13,0
SPX_MACD_Diff_13,0
SPX_Volatility_13,0
SPX_log_returns_34,0
SPX_MR_Strength_34,0
SPX_Momentum_34,0
SPX_MACD_Diff_55,0
SPX_MACD_34,0
SPX_MACD_Signal_34,0
SPX_MACD_Diff_34,0
SPX_Volatility_34,0
SPX_log_returns_55,0
SPX_MR_Strength_55,0
SPX_RSI_55,0
SPX_Momentum_55,0
SPX_MACD_55,0
SPX_MACD_Signal_55,0
MDY_Volatility_55,0
QQQ_Volume,0
BTC-USD_close,0
QQQ_log_returns_13,0
VIX_MR_Strength_13,0
VIX_RSI_13,0
VIX_Momentum_13,0
VIX_MACD_13,0
VIX_MACD_Signal_13,0
VIX_MACD_Diff_13,0
VIX_Volatility_13,0
VIX_log_returns_34,0
VIX_MR_Strength_34,0
VIX_RSI_34,0
VIX_Momentum_34,0
VIX_MACD_34,0
VIX_MACD_Signal_34,0
VIX_MACD_Diff_34,0
VIX_Volatility_34,0
VIX_log_returns_55,0
VIX_MR_Strength_55,0
VIX_RSI_55,0
VIX_Momentum_55,0
VIX_MACD_55,0
VIX_MACD_Signal_55,0
VIX_MACD_Diff_55,0
VIX_Volatility_55,0
VIX_log_returns_13,0
VIX_Volume,0
VIX_close,0
QQQ_Momentum_34,0
QQQ_MR_Strength_13,0
QQQ_RSI_13,0
QQQ_Momentum_13,0
QQQ_MACD_13,0
QQQ_MACD_Signal_13,0
QQQ_MACD_Diff_13,0
QQQ_Volatility_13,0
QQQ_log_returns_34,0
QQQ_MR_Strength_34,0
QQQ_RSI_34,0
QQQ_MACD_34,0
QQQ_Volatility_55,0
QQQ_MACD_Signal_34,0
QQQ_MACD_Diff_34,0
QQQ_Volatility_34,0
QQQ_log_returns_55,0
QQQ_MR_Strength_55,0
QQQ_RSI_55,0
QQQ_Momentum_55,0
QQQ_MACD_55,0
QQQ_MACD_Signal_55,0
QQQ_MACD_Diff_55,0
pca_1,0
