Feature,Importance
ETH-USD_MACD_Diff_55,2
CBOE_Volatility_34,1
BTC-USD_RSI_55,1
ETH-USD_close,1
SPX_MACD_Signal_34,1
CBOE_log_returns_55,1
BTC-USD_Volatility_34,1
CBOE_Volatility_55,1
BTC-USD_MACD_Signal_34,1
CBOE_MACD_55,1
SPX_MACD_34,1
CBOE_RSI_55,1
BTC-USD_MACD_Diff_55,1
MDY_MACD_Signal_13,1
BTC-USD_log_returns_34,1
ETH-USD_MACD_55,1
TNX_MACD_Diff_55,1
MDY_MR_Strength_55,1
TNX_RSI_55,1
QQQ_MACD_34,1
MDY_Volatility_34,1
TNX_MR_Strength_55,1
CBOE_close,1
QQQ_RSI_55,1
QQQ_MACD_Signal_55,1
QQQ_MACD_Diff_55,1
VIX_close,1
CBOE_log_returns_34,1
TNX_RSI_34,1
MDY_MR_Strength_13,1
VIX_log_returns_34,1
SPX_MACD_Diff_13,1
TNX_MACD_13,1
VIX_MR_Strength_55,1
VIX_MACD_Signal_55,1
VIX_Volatility_55,1
BTC-USD_funding_rate,1
BTC-USD_MR_Strength_13,1
BTC-USD_MACD_Signal_13,1
ETH-USD_RSI_34,1
CBOE_MACD_Signal_34,0
CBOE_Momentum_34,0
CBOE_MACD_34,0
MDY_RSI_55,0
CBOE_Momentum_55,0
CBOE_MACD_Signal_55,0
TNX_Volatility_55,0
TNX_MACD_Signal_55,0
TNX_MACD_55,0
TNX_Momentum_55,0
TNX_log_returns_55,0
TNX_Volatility_34,0
TNX_MACD_Diff_34,0
TNX_MACD_Signal_34,0
TNX_MACD_34,0
TNX_Momentum_34,0
SPX_Momentum_13,0
TNX_Momentum_13,0
SPX_Volatility_13,0
TNX_Volume,0
CBOE_MACD_Diff_55,0
CBOE_MACD_Signal_13,0
BTC-USD_MACD_Signal_55,0
CBOE_Momentum_13,0
MDY_MACD_Signal_34,0
VIX_log_returns_55,0
VIX_Volatility_34,0
VIX_MACD_Signal_34,0
VIX_MACD_34,0
VIX_Momentum_34,0
VIX_MR_Strength_34,0
MDY_Momentum_34,0
VIX_Momentum_13,0
MDY_MACD_34,0
VIX_Volume,0
CBOE_log_returns_13,0
QQQ_Momentum_55,0
QQQ_log_returns_55,0
QQQ_Volatility_34,0
QQQ_Momentum_34,0
QQQ_RSI_34,0
QQQ_Momentum_13,0
QQQ_close,0
MDY_Volatility_55,0
MDY_MACD_55,0
VIX_Momentum_55,0
VIX_MACD_55,0
MDY_Momentum_13,0
BTC-USD_Momentum_13,0
ETH-USD_Volatility_55,0
ETH-USD_MACD_Signal_55,0
ETH-USD_Momentum_55,0
ETH-USD_RSI_55,0
SPX_Momentum_34,0
ETH-USD_Volatility_34,0
ETH-USD_MACD_Signal_34,0
ETH-USD_Momentum_34,0
ETH-USD_MACD_Signal_13,0
ETH-USD_Momentum_13,0
SPX_Momentum_55,0
SPX_MACD_55,0
BTC-USD_Volatility_55,0
MDY_Momentum_55,0
BTC-USD_Momentum_55,0
SPX_MACD_Signal_55,0
MDY_close,0
BTC-USD_MACD_34,0
BTC-USD_Momentum_34,0
SPX_close,0
