Feature,Importance
SPX_log_returns_55,21
MDY_MACD_13,17
BTC-USD_RSI_34,16
VIX_MR_Strength_13,16
QQQ_Volume,15
SPX_RSI_55,14
SPX_RSI_34,13
SPX_Volume,13
BTC-USD_log_returns_13,13
SPX_log_returns_13,12
VIX_MR_Strength_34,11
CBOE_MACD_Diff_13,10
BTC-USD_Volume,10
VIX_MACD_Diff_13,9
MDY_Volatility_13,9
ETH-USD_Volatility_13,9
SPX_MR_Strength_13,9
VIX_RSI_34,8
ETH-USD_log_returns_34,8
MDY_close,8
ETH-USD_Volume,8
MDY_MACD_Signal_13,7
CBOE_Volatility_34,7
CBOE_MR_Strength_55,7
BTC-USD_log_returns_55,7
SPX_MR_Strength_34,7
TNX_RSI_13,7
BTC-USD_MR_Strength_55,6
TNX_log_returns_13,6
TNX_Volatility_13,6
VIX_MACD_13,6
SPX_RSI_13,6
BTC-USD_Volatility_13,5
CBOE_MACD_Signal_13,5
QQQ_MR_Strength_13,5
CBOE_RSI_13,5
TNX_MR_Strength_13,5
ETH-USD_MACD_Diff_34,5
ETH-USD_Volatility_55,5
MDY_MACD_55,5
VIX_MR_Strength_55,5
SPX_Volatility_13,5
ETH-USD_RSI_13,5
SPX_Volatility_55,5
MDY_log_returns_13,5
SPX_log_returns_34,5
SPX_MACD_13,5
QQQ_MACD_Signal_13,4
VIX_log_returns_34,4
MDY_MACD_Diff_34,4
QQQ_Volatility_34,4
QQQ_MACD_Diff_55,4
QQQ_Volatility_55,4
BTC-USD_Volatility_34,4
TNX_MR_Strength_34,4
BTC-USD_RSI_55,4
VIX_MACD_Signal_13,4
BTC-USD_MACD_34,4
QQQ_close,4
MDY_MACD_Diff_55,4
MDY_MACD_Signal_55,4
CBOE_Volatility_13,3
CBOE_MR_Strength_13,3
VIX_RSI_13,3
CBOE_close,3
VIX_RSI_55,3
ETH-USD_MR_Strength_13,3
VIX_MACD_Diff_55,3
SPX_MACD_34,3
CBOE_MACD_13,3
CBOE_log_returns_13,3
BTC-USD_MACD_Signal_55,3
QQQ_MACD_Diff_34,3
QQQ_MR_Strength_55,3
BTC-USD_MR_Strength_13,3
MDY_log_returns_55,3
MDY_MR_Strength_55,3
MDY_MACD_Diff_13,3
ETH-USD_MACD_13,3
MDY_Volatility_55,3
QQQ_log_returns_13,3
BTC-USD_RSI_13,3
MDY_Volume,3
BTC-USD_MACD_Signal_34,3
QQQ_MR_Strength_34,3
BTC-USD_funding_rate,3
CBOE_MR_Strength_34,3
BTC-USD_log_returns_34,3
ETH-USD_MR_Strength_34,2
ETH-USD_MACD_Signal_55,2
BTC-USD_MACD_Diff_34,2
BTC-USD_MACD_Diff_55,2
ETH-USD_MACD_Signal_34,2
BTC-USD_Volatility_55,2
BTC-USD_MR_Strength_34,2
ETH-USD_MACD_Signal_13,2
ETH-USD_log_returns_13,2
ETH-USD_MACD_Diff_55,2
SPX_MACD_Diff_34,2
TNX_MACD_Signal_34,2
MDY_MR_Strength_13,2
MDY_RSI_13,2
MDY_log_returns_34,2
MDY_MR_Strength_34,2
TNX_MACD_Diff_13,2
VIX_MACD_Diff_34,2
TNX_MACD_13,2
SPX_Volatility_34,2
MDY_Volatility_34,2
TNX_RSI_34,2
TNX_log_returns_55,2
QQQ_RSI_34,2
CBOE_MACD_Signal_34,2
CBOE_log_returns_34,2
QQQ_MACD_Signal_55,2
VIX_log_returns_13,2
CBOE_Volume,2
TNX_Volatility_55,2
TNX_MACD_34,1
TNX_Volatility_34,1
TNX_MACD_Signal_55,1
TNX_MACD_Diff_34,1
TNX_MACD_Signal_13,1
TNX_log_returns_34,1
ETH-USD_MACD_Diff_13,1
CBOE_MACD_Diff_55,1
CBOE_MACD_Signal_55,1
CBOE_RSI_55,1
CBOE_MACD_Diff_34,1
ETH-USD_Volatility_34,1
ETH-USD_log_returns_55,1
CBOE_MACD_34,1
SPX_close,1
QQQ_MACD_34,1
VIX_MACD_Signal_55,1
QQQ_log_returns_34,1
QQQ_log_returns_55,1
QQQ_RSI_55,1
VIX_close,1
MDY_MACD_Signal_34,1
VIX_Volatility_13,1
VIX_MACD_Signal_34,1
SPX_MR_Strength_55,1
SPX_MACD_Diff_55,1
BTC-USD_MACD_Signal_13,1
BTC-USD_MACD_Diff_13,1
BTC-USD_MACD_55,1
BTC-USD_MACD_13,1
SPX_Momentum_13,0
SPX_MACD_Signal_13,0
MDY_RSI_55,0
MDY_Momentum_55,0
TNX_MACD_Diff_55,0
TNX_Volume,0
MDY_MACD_34,0
TNX_close,0
CBOE_Volatility_55,0
QQQ_RSI_13,0
QQQ_Momentum_13,0
CBOE_MACD_55,0
TNX_Momentum_13,0
TNX_RSI_55,0
TNX_MR_Strength_55,0
