Feature,Importance
MDY_Volume,44
MDY_MACD_Signal_13,34
QQQ_Volume,23
MDY_MACD_55,17
TNX_MACD_Diff_13,15
SPX_Volume,14
QQQ_MR_Strength_13,13
BTC-USD_MR_Strength_34,12
MDY_MR_Strength_13,10
SPX_RSI_34,10
BTC-USD_Volume,10
BTC-USD_log_returns_34,10
BTC-USD_RSI_55,10
MDY_MACD_Diff_13,9
CBOE_MR_Strength_13,9
MDY_log_returns_13,9
BTC-USD_RSI_34,9
TNX_MR_Strength_13,9
BTC-USD_Volatility_13,9
TNX_Volatility_13,8
TNX_MR_Strength_34,8
ETH-USD_RSI_34,8
ETH-USD_MR_Strength_13,8
MDY_log_returns_34,8
SPX_MR_Strength_13,8
CBOE_RSI_34,7
ETH-USD_funding_rate,7
MDY_MACD_13,7
BTC-USD_funding_rate,6
QQQ_RSI_13,6
VIX_log_returns_34,6
ETH-USD_MR_Strength_34,6
BTC-USD_log_returns_55,6
MDY_MR_Strength_34,6
VIX_RSI_13,6
SPX_MR_Strength_34,6
CBOE_Volume,6
VIX_MR_Strength_55,6
TNX_log_returns_13,6
BTC-USD_MACD_Diff_13,5
MDY_log_returns_55,5
CBOE_log_returns_13,5
SPX_log_returns_34,5
MDY_RSI_34,5
VIX_log_returns_13,5
ETH-USD_RSI_13,5
CBOE_RSI_55,5
SPX_log_returns_13,5
ETH-USD_log_returns_13,5
BTC-USD_MR_Strength_55,5
ETH-USD_log_returns_55,4
ETH-USD_close,4
QQQ_MACD_Diff_13,4
CBOE_MACD_13,4
MDY_Volatility_13,4
TNX_Volatility_34,4
SPX_MACD_Signal_55,4
MDY_Volatility_55,4
SPX_RSI_13,3
ETH-USD_MACD_Signal_55,3
ETH-USD_MACD_13,3
SPX_MACD_Diff_13,3
ETH-USD_MACD_Diff_13,3
ETH-USD_Volatility_13,3
CBOE_log_returns_34,3
CBOE_Volatility_55,3
ETH-USD_MACD_Signal_34,3
MDY_MACD_Signal_34,3
VIX_MACD_Diff_13,3
CBOE_MACD_Diff_13,3
QQQ_MACD_13,3
MDY_MACD_Diff_55,3
TNX_RSI_55,3
QQQ_MACD_Signal_13,3
BTC-USD_MACD_Diff_34,2
SPX_log_returns_55,2
SPX_MACD_55,2
VIX_MR_Strength_34,2
CBOE_log_returns_55,2
VIX_MACD_34,2
BTC-USD_MR_Strength_13,2
BTC-USD_MACD_13,2
ETH-USD_Volume,2
BTC-USD_MACD_34,2
BTC-USD_MACD_55,2
TNX_RSI_34,2
QQQ_log_returns_13,2
QQQ_MACD_Signal_34,2
VIX_Volatility_13,2
VIX_MR_Strength_13,2
CBOE_MACD_Diff_34,2
SPX_Volatility_13,2
QQQ_Volatility_55,2
TNX_MR_Strength_55,2
CBOE_RSI_13,2
QQQ_log_returns_34,2
SPX_RSI_55,2
QQQ_Volatility_34,2
CBOE_Volatility_34,2
