Feature,Correlation
BTC-USD_funding_rate,0.1560836798332101
ETH-USD_MACD_Signal_13,0.15310565852355137
ETH-USD_MACD_34,0.1521616658181579
ETH-USD_Volume,0.148394203632459
pca_1,0.1456480785470442
ETH-USD_RSI_55,0.14349104185854186
BTC-USD_Volume,0.14266513378181545
ETH-USD_RSI_34,0.14054156776554894
BTC-USD_MACD_34,0.13988981198372624
ETH-USD_MACD_Signal_34,0.13974079179282695
BTC-USD_MACD_Signal_34,0.13582992208258984
ETH-USD_MACD_55,0.13348212924354536
BTC-USD_MACD_Signal_13,0.13263588746350055
BTC-USD_MACD_55,0.13147542120879407
ETH-USD_Momentum_34,0.1311486909533069
ETH-USD_log_returns_34,0.12425390999549979
BTC-USD_MACD_Signal_55,0.12238883023821827
ETH-USD_funding_rate,0.12214853899620283
ETH-USD_MACD_13,0.11963690440152913
ETH-USD_RSI_13,0.11914828296432473
BTC-USD_Momentum_34,0.11878780717051023
ETH-USD_MR_Strength_55,0.11833610857710619
ETH-USD_MACD_Signal_55,0.1168145335133466
BTC-USD_log_returns_34,0.11043415064339755
ETH-USD_MACD_Diff_55,0.10474687263430214
ETH-USD_log_returns_13,0.0994859995178426
BTC-USD_MACD_13,0.099293484527319
ETH-USD_Momentum_13,0.0987538208330993
BTC-USD_MR_Strength_13,0.09814582834302041
BTC-USD_RSI_55,0.09576069947883342
MDY_Momentum_55,0.09417377782853316
VIX_Volatility_13,0.09062980564393801
MDY_log_returns_55,0.09054802626708944
ETH-USD_Momentum_55,0.08842946692841908
BTC-USD_RSI_34,0.08728616432757678
BTC-USD_Volatility_13,0.08619310713321039
ETH-USD_close,0.08609003780428719
CBOE_Volume,0.08494998575028069
MDY_RSI_55,0.08458770053992119
TNX_log_returns_34,0.08376324555932843
MDY_RSI_34,0.08368536453021491
ETH-USD_log_returns_55,0.08180186736533625
BTC-USD_Momentum_55,0.08135431805418321
SPX_MACD_Diff_55,0.08077879737201503
TNX_Momentum_34,0.08063661302015383
VIX_RSI_13,0.07992328210640465
BTC-USD_log_returns_13,0.07960398729891972
SPX_MACD_Diff_34,0.07943453387190401
BTC-USD_MACD_Diff_55,0.07905471929573556
MDY_MACD_Signal_13,0.07859511001025976
BTC-USD_Momentum_13,0.0776959384795502
QQQ_MR_Strength_13,0.07717297633779298
TNX_Volatility_55,0.07617738640602525
ETH-USD_Volatility_13,0.07549197963423107
MDY_MACD_34,0.07458665028038923
QQQ_Volatility_34,0.0741831676456364
QQQ_MACD_Diff_13,0.07373046506297982
BTC-USD_log_returns_55,0.07066275614729618
MDY_MACD_55,0.07015722931385039
MDY_RSI_13,0.06770478050454477
ETH-USD_MACD_Diff_34,0.06748030745014626
MDY_MACD_Signal_34,0.06729567298460057
QQQ_Momentum_13,0.0672336394028699
VIX_log_returns_55,0.06711571160349922
BTC-USD_close,0.06658861746181581
BTC-USD_RSI_13,0.0664041128120629
CBOE_RSI_55,0.06627036139127386
VIX_RSI_34,0.06613555494432688
QQQ_log_returns_13,0.06606789843994236
VIX_close,0.06384857398186919
CBOE_close,0.06306549850950173
SPX_Momentum_13,0.06195878796381844
SPX_log_returns_13,0.06192219892037076
QQQ_MACD_13,0.06108226514669186
SPX_MR_Strength_13,0.06103366141326974
QQQ_MACD_Diff_34,0.06011849956120779
MDY_MACD_Signal_55,0.059900474786954386
VIX_Momentum_55,0.059808426268673776
VIX_RSI_55,0.05936500882301421
QQQ_Volatility_13,0.056393119018965064
CBOE_MACD_13,0.05609476486547331
TNX_RSI_13,0.05512916649443223
VIX_MR_Strength_55,0.05409045548732178
CBOE_log_returns_55,0.05169145509326014
BTC-USD_Volatility_55,0.05078973232642054
MDY_MACD_13,0.05039374810335334
QQQ_Momentum_34,0.050264587915509
QQQ_MACD_Diff_55,0.049582589907450916
VIX_Volatility_34,0.049535513904156774
CBOE_Momentum_55,0.048605877195903285
QQQ_log_returns_34,0.047960515080859537
MDY_MACD_Diff_55,0.04728379423266532
SPX_Volatility_34,0.046810755303041636
VIX_Volatility_55,0.046641303995726566
CBOE_MACD_Signal_13,0.04624705374529441
CBOE_RSI_34,0.0457827497798032
CBOE_MACD_55,0.045476178345065794
CBOE_MACD_Diff_34,0.04501855896461723
TNX_MACD_Diff_55,0.044535810036322246
CBOE_MR_Strength_55,0.04420241566662533
ETH-USD_MR_Strength_13,0.0441313694766324
CBOE_Volatility_13,0.04323902890122251
VIX_Momentum_34,0.042732075708085314
BTC-USD_MACD_Diff_34,0.04253051350026109
TNX_MACD_Signal_13,0.04236971880494218
SPX_MACD_13,0.04174185015124667
MDY_log_returns_13,0.04131808780939625
MDY_Momentum_13,0.04127493912451175
TNX_RSI_34,0.04103211826254272
CBOE_MACD_Signal_55,0.04076358440784509
TNX_MACD_34,0.04025792560187791
TNX_MACD_13,0.040085469731802215
ETH-USD_Volatility_34,0.03898056671135882
CBOE_log_returns_13,0.038582318271120575
CBOE_MACD_34,0.03816416456967602
CBOE_Momentum_13,0.03729933070484492
BTC-USD_MR_Strength_34,0.03652138926931902
VIX_MACD_34,0.03625302731982782
MDY_close,0.03575381197254832
CBOE_MACD_Diff_13,0.03522735391420878
ETH-USD_MR_Strength_34,0.03503704259961772
TNX_MACD_Signal_34,0.03430039967292325
VIX_MACD_Diff_55,0.034171210291592244
MDY_MACD_Diff_34,0.03405526457664518
MDY_MACD_Diff_13,0.03392943177403948
TNX_Volatility_34,0.03372993414564113
SPX_close,0.03262780218323215
SPX_MACD_Signal_13,0.03260318505087398
BTC-USD_MR_Strength_55,0.032535300191015484
SPX_Volatility_13,0.03207397263737126
QQQ_RSI_13,0.031763214643284444
VIX_log_returns_34,0.03163074951611998
VIX_MACD_Signal_13,0.03155544872037574
TNX_RSI_55,0.03142970122718422
VIX_MACD_Signal_34,0.03137146298391425
BTC-USD_MACD_Diff_13,0.03131050083932295
CBOE_log_returns_34,0.031276947320833956
VIX_MR_Strength_34,0.03006231910868348
ETH-USD_MACD_Diff_13,0.0300447048357445
VIX_MR_Strength_13,0.02941183979155192
SPX_Volume,0.02898605800950247
CBOE_MACD_Diff_55,0.028889997775921973
CBOE_Momentum_34,0.028472110472151813
TNX_Momentum_13,0.02836707192030527
TNX_MACD_Diff_34,0.02753652832219632
TNX_MR_Strength_55,0.027514558781663125
VIX_MACD_13,0.02736728812508039
CBOE_MACD_Signal_34,0.02733159288791047
QQQ_MACD_Signal_13,0.027289701945990587
MDY_log_returns_34,0.02714663331835358
SPX_MACD_Diff_13,0.026657569995771672
SPX_MACD_Signal_55,0.026621461805676976
TNX_close,0.026468270195738355
TNX_log_returns_13,0.026367605055170187
MDY_Momentum_34,0.02609855391795077
QQQ_close,0.025350195568280894
QQQ_MR_Strength_55,0.02498183994627977
SPX_MR_Strength_34,0.02470706044425371
CBOE_Volatility_55,0.024498799711847485
MDY_MR_Strength_34,0.023882446949714004
SPX_MR_Strength_55,0.02363906538600138
BTC-USD_Volatility_34,0.023612504664027294
TNX_MACD_55,0.023503133844301288
TNX_log_returns_55,0.02326965931755064
VIX_MACD_55,0.022585938495644848
VIX_Momentum_13,0.022515050997382935
SPX_RSI_34,0.02251266060604187
SPX_Volatility_55,0.02245981456020709
SPX_RSI_55,0.02233374742052989
CBOE_MR_Strength_13,0.02162916862822511
TNX_MR_Strength_34,0.021123229663635962
SPX_MACD_55,0.02078260614164176
ETH-USD_Volatility_55,0.019452845436532088
CBOE_RSI_13,0.018957912483742803
MDY_Volume,0.018653237048280577
VIX_MACD_Diff_34,0.01808975222408875
QQQ_Volume,0.017353365607804053
TNX_Momentum_55,0.016654578450899356
MDY_Volatility_55,0.01649713056592456
SPX_log_returns_55,0.015392140335777509
TNX_MACD_Signal_55,0.015132107055641875
SPX_Momentum_55,0.015128419039836572
MDY_Volatility_13,0.014758120560628927
QQQ_RSI_34,0.014433911173646095
SPX_MACD_Signal_34,0.014312884549645825
CBOE_MR_Strength_34,0.01420290350881001
VIX_MACD_Signal_55,0.014150944201908924
QQQ_MACD_Signal_55,0.013475467632360247
VIX_log_returns_13,0.013472053042088225
MDY_MR_Strength_55,0.013220674644408122
QQQ_Volatility_55,0.01294282582447705
QQQ_MACD_34,0.011551114433694219
TNX_MR_Strength_13,0.009580873486149572
TNX_Volatility_13,0.009167578723535848
MDY_MR_Strength_13,0.007795836227459701
SPX_log_returns_34,0.00663095479515717
SPX_Momentum_34,0.006575940880792708
QQQ_log_returns_55,0.005500363556256441
QQQ_MACD_Signal_34,0.005251237642934631
QQQ_Momentum_55,0.0051342706809089905
QQQ_MR_Strength_34,0.004988172807141246
SPX_RSI_13,0.004975464426040226
TNX_MACD_Diff_13,0.004686407019251556
QQQ_MACD_55,0.004391879343350367
SPX_MACD_34,0.0023515452931460127
MDY_Volatility_34,0.002055468340671149
CBOE_Volatility_34,0.0010476291821494093
VIX_MACD_Diff_13,0.0005711453675335095
QQQ_RSI_55,0.0003587729776903105
